Start date;End date;Net export [MWh] Calculated resolutions;Netherlands (export) [MWh] Calculated resolutions;Netherlands (import) [MWh] Calculated resolutions;Switzerland (export) [MWh] Calculated resolutions;Switzerland (import) [MWh] Calculated resolutions;Denmark (export) [MWh] Calculated resolutions;Denmark (import) [MWh] Calculated resolutions;Czech Republic (export) [MWh] Calculated resolutions;Czech Republic (import) [MWh] Calculated resolutions;Luxembourg (export) [MWh] Calculated resolutions;Luxembourg (import) [MWh] Calculated resolutions;Sweden (export) [MWh] Calculated resolutions;Sweden (import) [MWh] Calculated resolutions;Austria (export) [MWh] Calculated resolutions;Austria (import) [MWh] Calculated resolutions;France (export) [MWh] Calculated resolutions;France (import) [MWh] Calculated resolutions;Poland (export) [MWh] Calculated resolutions;Poland (import) [MWh] Calculated resolutions;Norway (export) [MWh] Calculated resolutions;Norway (import) [MWh] Calculated resolutions;Belgium (export) [MWh] Calculated resolutions;Belgium (import) [MWh] Calculated resolutions
Jun 27, 2023 12:00 PM;Jun 27, 2023 1:00 PM;5,852.00;774.25;-836.25;862.25;-199.25;132.00;-589.25;1,817.00;-85.00;290.25;0.00;0.00;-100.00;1,721.00;-117.50;834.00;0.00;905.00;0.00;0.00;-532.50;976.00;0.00
Jun 27, 2023 1:00 PM;Jun 27, 2023 2:00 PM;5,285.75;1,096.25;-916.00;571.50;-145.00;47.50;-661.75;1,876.00;-168.00;255.50;0.00;94.00;0.00;1,481.50;-152.75;814.00;0.00;772.00;0.00;0.00;-531.50;852.50;0.00
Jun 27, 2023 2:00 PM;Jun 27, 2023 3:00 PM;4,938.75;1,310.75;-816.50;375.25;-123.25;45.50;-602.50;1,826.00;-153.00;323.75;0.00;3.00;0.00;1,261.50;-124.00;450.00;-1.00;905.00;0.00;0.00;-522.25;780.50;0.00
Jun 27, 2023 3:00 PM;Jun 27, 2023 4:00 PM;4,663.75;1,279.50;-793.00;646.50;-86.75;36.25;-294.00;1,735.00;-225.00;321.75;0.00;0.00;-463.00;1,310.50;-91.75;366.00;-31.00;777.00;0.00;0.00;-512.75;688.50;0.00
Jun 27, 2023 4:00 PM;Jun 27, 2023 5:00 PM;3,448.75;1,168.75;-546.25;62.50;-159.75;61.75;-51.50;1,734.00;-110.00;326.50;0.00;0.00;-616.00;1,383.25;-183.50;8.00;-363.00;826.00;0.00;0.00;-523.00;431.00;0.00
Jun 27, 2023 5:00 PM;Jun 27, 2023 6:00 PM;1,625.50;932.75;-867.50;49.00;-134.50;54.50;-250.50;1,349.00;-305.00;303.75;0.00;0.00;-617.00;1,346.75;-100.50;0.00;-1,250.00;783.00;0.00;0.00;-564.50;896.25;0.00
Jun 27, 2023 6:00 PM;Jun 27, 2023 7:00 PM;-1,162.75;890.75;-32.25;19.00;-1,149.25;0.25;-1,026.50;1,291.00;-326.00;387.75;0.00;0.00;-617.00;925.25;-193.50;0.00;-1,562.00;1,150.00;0.00;0.00;-658.75;0.00;-261.50
Jun 27, 2023 7:00 PM;Jun 27, 2023 8:00 PM;-5,323.75;214.25;-198.00;5.25;-2,178.50;2.25;-1,082.25;754.00;-422.00;317.50;0.00;0.00;-617.00;358.75;-562.25;0.00;-2,313.00;1,042.00;0.00;0.00;-672.25;44.00;-16.50
Jun 27, 2023 8:00 PM;Jun 27, 2023 9:00 PM;-6,395.75;236.50;-18.00;0.00;-2,712.50;1.00;-1,278.00;557.00;-504.00;350.00;0.00;0.00;-519.00;328.50;-939.50;0.00;-2,341.00;1,181.00;0.00;0.00;-687.00;1.00;-51.75
Jun 27, 2023 9:00 PM;Jun 27, 2023 10:00 PM;-7,678.50;244.75;0.00;0.00;-2,669.50;1.00;-2,028.50;329.00;-711.00;300.25;0.00;0.00;-515.00;282.75;-1,281.75;0.00;-2,126.00;1,175.00;0.00;0.00;-688.00;39.25;-30.75
Jun 27, 2023 10:00 PM;Jun 27, 2023 11:00 PM;-7,403.00;391.25;-30.25;0.00;-2,515.75;0.75;-2,727.75;407.00;-741.00;345.50;0.00;0.00;-175.00;252.50;-1,008.75;0.00;-1,909.00;1,373.00;0.00;0.00;-688.00;0.00;-377.50
Jun 27, 2023 11:00 PM;Jun 28, 2023 12:00 AM;-8,478.50;0.00;-181.50;0.00;-1,781.50;2.00;-2,749.50;164.00;-1,027.00;201.75;0.00;0.00;-190.00;250.50;-1,211.75;0.00;-2,072.00;830.00;0.00;0.00;-688.00;11.50;-37.00
Jun 28, 2023 12:00 AM;Jun 28, 2023 1:00 AM;-6,551.50;308.00;-128.50;73.50;-425.50;0.75;-2,723.50;207.00;-1,052.00;313.00;0.00;0.00;-483.00;519.25;-669.50;0.00;-1,751.00;871.00;0.00;0.00;-678.75;0.00;-932.25
Jun 28, 2023 1:00 AM;Jun 28, 2023 2:00 AM;-7,792.50;0.00;-465.25;124.50;-346.00;1.00;-2,527.75;167.00;-1,112.00;193.75;0.00;0.00;-515.00;497.75;-990.50;0.00;-2,152.00;492.00;-112.00;0.00;-518.75;0.00;-529.25
Jun 28, 2023 2:00 AM;Jun 28, 2023 3:00 AM;-8,217.75;0.00;-514.75;179.00;-273.25;1.00;-2,432.75;173.00;-1,109.00;202.50;0.00;0.00;-515.00;341.75;-886.25;0.00;-2,461.00;507.00;-92.00;0.00;-605.50;0.00;-732.50
Jun 28, 2023 3:00 AM;Jun 28, 2023 4:00 AM;-8,166.75;5.00;-558.25;229.75;-310.75;0.25;-2,401.25;305.00;-1,074.00;213.50;0.00;0.00;-515.00;393.75;-826.50;0.00;-2,810.00;516.00;-102.00;0.00;-619.00;0.00;-613.25
Jun 28, 2023 4:00 AM;Jun 28, 2023 5:00 AM;-8,721.00;42.00;-507.75;287.75;-632.00;0.75;-2,525.50;263.00;-1,043.00;209.50;0.00;0.00;-515.00;387.25;-728.00;0.00;-3,179.00;515.00;-61.00;0.00;-383.75;0.00;-851.25
Jun 28, 2023 5:00 AM;Jun 28, 2023 6:00 AM;-9,520.25;35.25;-522.25;212.75;-1,023.50;1.75;-2,688.50;137.00;-1,077.00;241.50;0.00;0.00;-349.00;346.50;-900.50;0.00;-2,974.00;593.00;-4.00;0.00;-664.00;0.00;-885.25
Jun 28, 2023 6:00 AM;Jun 28, 2023 7:00 AM;-10,680.75;3.25;-532.00;41.00;-2,506.00;1.75;-2,306.00;1.00;-1,025.00;320.75;0.00;0.00;-34.00;292.50;-1,346.25;0.00;-2,935.00;746.00;0.00;0.00;-687.25;0.00;-715.50
Jun 28, 2023 7:00 AM;Jun 28, 2023 8:00 AM;-9,965.25;310.75;-315.50;0.00;-3,559.25;1.25;-1,635.75;608.00;-1,152.00;458.25;0.00;0.00;0.00;338.50;-1,621.00;0.00;-2,586.00;628.00;0.00;0.00;-687.50;0.00;-753.00
Jun 28, 2023 8:00 AM;Jun 28, 2023 9:00 AM;-8,299.50;1,277.25;-161.00;0.00;-3,379.75;11.00;-841.25;295.00;-1,216.00;488.75;0.00;0.00;0.00;632.00;-2,099.75;109.00;-2,121.00;355.00;-72.00;0.00;-680.50;0.00;-896.25
Jun 28, 2023 9:00 AM;Jun 28, 2023 10:00 AM;-4,832.75;1,800.50;-52.75;0.00;-2,508.25;331.75;-349.75;88.00;-1,278.00;476.50;0.00;0.00;0.00;675.00;-1,969.00;359.00;-1,470.00;323.00;-346.00;0.00;-686.75;0.00;-226.00
Jun 28, 2023 10:00 AM;Jun 28, 2023 11:00 AM;-2,182.50;1,485.00;-26.25;0.00;-1,075.00;154.25;-25.25;44.00;-1,285.00;488.25;0.00;0.00;0.00;991.00;-1,756.50;254.00;-834.00;304.00;-274.00;0.00;-684.00;77.25;-20.25
Jun 28, 2023 11:00 AM;Jun 28, 2023 12:00 PM;-1,805.75;959.25;-20.50;56.25;-743.00;484.50;-437.75;123.00;-1,244.00;374.25;0.00;0.00;0.00;803.00;-1,456.75;355.00;-771.00;355.00;-206.00;0.00;-675.50;238.50;0.00
Jun 28, 2023 12:00 PM;Jun 28, 2023 1:00 PM;-704.50;127.75;-158.75;209.50;-551.00;488.75;-11.00;241.00;-1,138.00;336.50;0.00;0.00;0.00;775.00;-1,107.25;407.00;-686.00;408.00;-82.00;0.00;-397.00;433.00;0.00
Jun 28, 2023 1:00 PM;Jun 28, 2023 2:00 PM;-151.00;435.75;0.00;281.50;-265.25;125.25;-162.25;347.00;-1,176.00;323.00;0.00;0.00;0.00;743.25;-974.00;266.00;-437.00;291.00;-96.00;0.00;-128.50;275.25;0.00
Jun 28, 2023 2:00 PM;Jun 28, 2023 3:00 PM;1,230.00;246.00;0.00;612.50;-171.25;97.25;-537.25;629.00;-1,053.00;304.50;0.00;0.00;0.00;760.50;-553.50;153.00;-143.00;410.00;-22.00;15.25;-3.25;485.25;0.00
Jun 28, 2023 3:00 PM;Jun 28, 2023 4:00 PM;512.50;418.50;-8.25;527.00;-105.00;179.50;-646.75;826.00;-955.00;331.75;0.00;0.00;0.00;727.50;-537.00;4.00;-423.00;348.00;-39.00;33.50;-1.00;0.00;-168.25
Jun 28, 2023 4:00 PM;Jun 28, 2023 5:00 PM;-573.50;351.25;-257.00;228.50;-246.75;205.25;-456.25;773.00;-965.00;263.00;0.00;0.00;0.00;724.25;-604.75;0.00;-838.00;366.00;-16.00;0.75;-51.75;5.25;-55.25
Jun 28, 2023 5:00 PM;Jun 28, 2023 6:00 PM;-1,515.00;779.25;-332.25;0.00;-1,493.75;320.50;-199.25;764.00;-922.00;304.25;0.00;0.00;0.00;631.75;-732.25;0.00;-1,688.00;533.00;0.00;1.50;0.00;518.25;0.00
Jun 28, 2023 6:00 PM;Jun 28, 2023 7:00 PM;-3,958.00;850.25;-577.25;0.00;-2,636.50;437.00;-103.50;23.00;-753.00;312.75;0.00;0.00;0.00;402.00;-1,127.25;18.00;-2,117.00;978.00;0.00;0.00;0.00;335.50;0.00
Jun 28, 2023 7:00 PM;Jun 28, 2023 8:00 PM;-7,719.00;610.25;-682.25;0.00;-3,215.00;10.75;-677.25;0.00;-843.00;374.00;0.00;0.00;0.00;323.75;-1,624.00;0.00;-2,350.00;958.00;0.00;0.00;0.00;0.00;-604.25
Jun 28, 2023 8:00 PM;Jun 28, 2023 9:00 PM;-9,698.25;506.75;-473.75;0.00;-3,455.75;0.25;-1,992.00;0.00;-856.00;336.00;0.00;0.00;0.00;255.75;-1,655.50;0.00;-2,277.00;800.00;0.00;0.00;0.00;0.00;-887.00
Jun 28, 2023 9:00 PM;Jun 28, 2023 10:00 PM;-10,257.75;260.75;-535.25;0.00;-3,570.75;0.00;-2,135.75;0.00;-670.00;249.50;0.00;0.00;0.00;159.00;-1,564.25;0.00;-2,569.00;1,099.00;0.00;0.00;0.00;0.00;-981.00
Jun 28, 2023 10:00 PM;Jun 28, 2023 11:00 PM;-9,930.00;597.00;-525.75;0.00;-3,755.25;0.00;-2,115.75;0.00;-882.00;295.25;0.00;0.00;0.00;243.75;-1,739.75;0.00;-2,114.00;1,010.00;0.00;0.00;0.00;0.00;-943.50
Jun 28, 2023 11:00 PM;Jun 29, 2023 12:00 AM;-9,450.75;348.00;-736.00;0.00;-3,403.75;0.00;-1,834.75;0.00;-1,060.00;269.50;0.00;0.00;0.00;219.50;-1,520.75;1.00;-1,640.00;583.00;0.00;0.00;-29.00;0.00;-647.50
Jun 29, 2023 12:00 AM;Jun 29, 2023 1:00 AM;-8,720.25;297.25;-700.00;12.75;-2,163.00;0.00;-1,837.75;0.00;-1,464.00;286.00;0.00;0.00;0.00;323.00;-1,107.75;0.00;-2,029.00;655.00;0.00;0.00;-659.50;0.00;-333.25
Jun 29, 2023 1:00 AM;Jun 29, 2023 2:00 AM;-9,105.00;109.75;-443.50;109.00;-1,377.50;0.25;-2,215.00;0.00;-1,631.00;289.75;0.00;0.00;0.00;290.25;-1,012.25;0.00;-2,636.00;522.00;0.00;0.00;-689.00;0.00;-421.75
Jun 29, 2023 2:00 AM;Jun 29, 2023 3:00 AM;-9,674.75;0.00;-1,167.00;188.25;-811.50;0.00;-2,016.50;0.00;-1,918.00;195.00;0.00;0.00;0.00;438.00;-956.00;0.00;-2,755.00;421.00;-70.00;0.00;-688.75;0.00;-534.25
Jun 29, 2023 3:00 AM;Jun 29, 2023 4:00 AM;-10,803.25;0.00;-1,152.50;277.75;-841.00;0.00;-2,366.25;0.00;-1,935.00;236.50;0.00;0.00;-51.00;350.75;-921.25;0.00;-3,272.00;414.00;-59.00;0.00;-688.50;0.00;-795.75
Jun 29, 2023 4:00 AM;Jun 29, 2023 5:00 AM;-11,154.75;0.00;-1,425.00;314.25;-1,075.00;0.00;-2,385.25;0.00;-1,676.00;273.25;0.00;0.00;-1.00;236.25;-720.75;0.00;-3,608.00;481.00;-14.00;0.00;-688.75;0.00;-865.75
Jun 29, 2023 5:00 AM;Jun 29, 2023 6:00 AM;-10,585.00;0.00;-1,566.25;292.50;-1,419.75;0.00;-2,115.00;0.00;-1,492.00;328.50;0.00;0.00;0.00;205.50;-612.75;0.00;-3,644.00;1,004.00;0.00;0.00;-688.75;0.00;-877.00
Jun 29, 2023 6:00 AM;Jun 29, 2023 7:00 AM;-11,236.75;0.00;-1,486.75;137.00;-2,655.25;0.00;-1,454.75;0.00;-1,429.00;415.50;0.00;0.00;0.00;342.00;-1,197.75;0.00;-3,554.00;1,089.00;0.00;0.00;-688.75;0.00;-754.00
Jun 29, 2023 7:00 AM;Jun 29, 2023 8:00 AM;-10,229.25;0.00;-490.25;0.75;-3,305.25;41.75;-585.25;0.00;-1,602.00;439.00;0.00;0.00;0.00;587.75;-1,490.75;0.00;-3,162.00;733.00;0.00;0.00;-688.75;0.00;-707.25
Jun 29, 2023 8:00 AM;Jun 29, 2023 9:00 AM;-7,097.75;188.75;-260.50;0.00;-2,556.50;270.50;-154.75;0.00;-1,841.00;481.00;0.00;0.00;0.00;888.50;-1,324.25;0.00;-2,642.00;600.00;0.00;0.00;-688.75;3.00;-61.75
Jun 29, 2023 9:00 AM;Jun 29, 2023 10:00 AM;-5,288.50;47.00;-288.75;0.00;-1,925.50;162.00;-149.75;0.00;-1,757.00;477.50;0.00;0.00;0.00;1,039.50;-1,305.75;300.00;-2,006.00;338.00;-3.00;0.00;-689.00;472.25;0.00
Jun 29, 2023 10:00 AM;Jun 29, 2023 11:00 AM;-3,727.00;15.75;-278.75;0.00;-1,173.25;233.00;-610.00;0.00;-1,023.00;430.75;0.00;0.00;0.00;1,260.25;-974.25;298.00;-1,777.00;278.00;0.00;0.00;-687.50;281.00;0.00
Jun 29, 2023 11:00 AM;Jun 29, 2023 12:00 PM;-3,406.00;0.00;-1,097.00;0.00;-561.50;281.00;-805.75;398.00;-731.00;325.00;0.00;0.00;0.00;1,106.25;-599.75;71.00;-1,817.00;490.00;0.00;0.00;-660.75;199.25;-3.75
Jun 29, 2023 12:00 PM;Jun 29, 2023 1:00 PM;-3,190.25;0.00;-529.00;0.00;-754.75;793.50;-589.25;419.00;-747.00;478.00;0.00;0.00;0.00;1,120.00;-686.50;150.00;-1,718.00;87.00;-36.00;0.00;-687.00;0.00;-490.25
Jun 29, 2023 1:00 PM;Jun 29, 2023 2:00 PM;-3,867.25;0.00;-744.00;0.00;-885.75;355.25;-491.25;489.00;-661.00;412.50;0.00;0.00;0.00;1,166.25;-440.00;2.00;-2,085.00;437.00;0.00;0.00;-447.00;0.00;-975.25
Jun 29, 2023 2:00 PM;Jun 29, 2023 3:00 PM;-4,512.50;0.00;-1,059.25;0.00;-1,028.50;465.75;-488.50;65.00;-670.00;384.00;0.00;0.00;0.00;1,102.25;-393.00;0.00;-2,143.00;600.00;0.00;0.00;-733.25;0.00;-614.00
Jun 29, 2023 3:00 PM;Jun 29, 2023 4:00 PM;-6,586.75;0.00;-1,387.00;12.75;-881.50;264.50;-854.50;0.00;-878.00;344.50;0.00;0.00;0.00;1,178.25;-390.00;0.00;-2,781.00;527.00;0.00;0.00;-1,298.50;0.00;-443.25
Jun 29, 2023 4:00 PM;Jun 29, 2023 5:00 PM;-5,983.00;0.00;-1,530.00;107.50;-667.50;118.25;-780.25;31.00;-481.00;431.75;0.00;0.00;0.00;1,123.75;-266.50;0.00;-3,000.00;918.00;0.00;0.00;-1,403.00;0.00;-585.00
Jun 29, 2023 5:00 PM;Jun 29, 2023 6:00 PM;-7,256.50;0.00;-1,008.00;123.75;-1,738.00;314.00;-836.00;23.00;-358.00;436.25;0.00;0.00;0.00;757.75;-471.25;0.00;-3,436.00;1,169.00;0.00;0.00;-1,407.00;0.00;-826.00
Jun 29, 2023 6:00 PM;Jun 29, 2023 7:00 PM;-9,469.50;0.00;-744.25;62.50;-2,858.25;62.25;-1,326.00;0.00;-491.00;418.00;0.00;0.00;0.00;378.75;-935.50;0.00;-3,126.00;1,404.00;0.00;0.00;-1,407.00;0.00;-907.00
Jun 29, 2023 7:00 PM;Jun 29, 2023 8:00 PM;-10,151.25;0.00;-910.50;24.00;-3,094.75;3.00;-1,852.00;2.00;-540.00;468.25;0.00;0.00;0.00;310.00;-1,206.50;0.00;-3,059.00;1,207.00;0.00;0.00;-1,407.00;0.00;-95.75
Jun 29, 2023 8:00 PM;Jun 29, 2023 9:00 PM;-9,974.50;0.00;-338.50;100.75;-3,318.00;81.75;-1,618.50;76.00;-424.00;455.25;0.00;0.00;0.00;290.75;-1,167.00;0.00;-3,277.00;1,219.00;0.00;0.00;-1,407.00;0.00;-648.00
Jun 29, 2023 9:00 PM;Jun 29, 2023 10:00 PM;-9,341.75;251.75;-113.50;134.75;-2,887.75;0.00;-2,302.75;140.00;-446.00;424.00;0.00;0.00;0.00;315.75;-893.50;0.00;-3,151.00;1,304.00;0.00;0.00;-1,407.00;0.00;-710.50
Jun 29, 2023 10:00 PM;Jun 29, 2023 11:00 PM;-8,409.75;1,128.25;-9.00;13.50;-2,681.50;0.00;-2,673.00;18.00;-555.00;427.50;0.00;0.00;0.00;307.75;-970.25;0.00;-2,405.00;1,386.00;0.00;0.00;-1,407.00;0.00;-990.00
Jun 29, 2023 11:00 PM;Jun 30, 2023 12:00 AM;-8,125.50;1,049.25;-37.25;78.00;-2,217.50;0.00;-2,652.25;2.00;-721.00;334.75;0.00;0.00;0.00;289.50;-612.00;0.00;-2,610.00;1,322.00;0.00;0.00;-1,394.50;0.00;-956.50
Jun 30, 2023 12:00 AM;Jun 30, 2023 1:00 AM;-9,571.50;315.25;-439.00;233.00;-2,282.50;0.00;-2,719.50;120.00;-548.00;270.25;0.00;0.00;-115.00;250.25;-705.00;0.00;-3,282.00;1,287.00;0.00;0.00;-1,119.50;0.00;-836.75
Jun 30, 2023 1:00 AM;Jun 30, 2023 2:00 AM;-10,090.50;0.00;-1,193.75;377.75;-1,686.00;0.00;-2,790.25;340.00;-527.00;213.25;0.00;0.00;-186.00;246.75;-443.75;0.00;-3,767.00;1,373.00;0.00;0.00;-1,144.00;0.00;-903.50
Jun 30, 2023 2:00 AM;Jun 30, 2023 3:00 AM;-10,837.50;0.00;-1,448.50;442.75;-1,520.75;0.00;-3,111.00;322.00;-552.00;158.25;0.00;0.00;-231.00;307.50;-481.00;0.00;-4,093.00;1,434.00;0.00;0.00;-1,145.50;0.00;-919.25
Jun 30, 2023 3:00 AM;Jun 30, 2023 4:00 AM;-11,361.50;0.00;-1,785.50;419.75;-1,585.75;0.00;-3,128.75;348.00;-550.00;173.50;0.00;0.00;-269.00;303.50;-503.00;0.00;-4,049.00;1,516.00;0.00;0.00;-1,253.75;0.00;-997.50
Jun 30, 2023 4:00 AM;Jun 30, 2023 5:00 AM;-11,951.50;0.00;-1,950.50;396.50;-1,927.50;0.00;-2,958.50;337.00;-559.00;233.50;0.00;0.00;-257.00;248.00;-536.75;0.00;-3,983.00;1,331.00;0.00;0.00;-1,335.25;0.00;-990.00
Jun 30, 2023 5:00 AM;Jun 30, 2023 6:00 AM;-11,956.75;0.00;-1,830.00;351.25;-2,012.00;0.00;-3,085.00;223.00;-598.00;268.75;0.00;0.00;-175.00;243.00;-489.75;0.00;-3,716.00;1,264.00;0.00;0.00;-1,404.00;0.00;-997.00
Jun 30, 2023 6:00 AM;Jun 30, 2023 7:00 AM;-13,135.25;0.00;-1,956.00;316.50;-2,597.50;0.00;-2,946.00;5.00;-616.00;295.25;0.00;0.00;-453.00;381.75;-585.50;0.00;-3,856.00;1,284.00;0.00;0.00;-1,407.00;0.00;-1,000.75
Jun 30, 2023 7:00 AM;Jun 30, 2023 8:00 AM;-12,679.75;0.00;-1,591.75;116.00;-2,778.75;0.00;-3,157.50;0.00;-817.00;417.25;0.00;0.00;-131.00;371.25;-840.75;0.00;-3,206.00;1,331.00;0.00;0.00;-1,404.25;0.00;-988.25
Jun 30, 2023 8:00 AM;Jun 30, 2023 9:00 AM;-13,665.25;0.00;-1,354.25;0.25;-2,934.75;0.00;-3,118.50;0.00;-1,425.00;458.75;0.00;0.00;-2.00;344.25;-1,442.50;0.00;-2,807.00;950.00;0.00;0.00;-1,335.50;0.00;-999.00
Jun 30, 2023 9:00 AM;Jun 30, 2023 10:00 AM;-13,185.75;0.00;-971.00;0.00;-2,364.50;0.00;-2,785.50;0.00;-1,755.00;394.00;0.00;0.00;0.00;662.75;-1,801.75;0.00;-2,666.00;309.00;-4.00;0.00;-1,230.50;0.00;-973.25
Jun 30, 2023 10:00 AM;Jun 30, 2023 11:00 AM;-12,772.00;0.00;-1,714.50;53.25;-1,258.75;0.00;-2,859.50;0.00;-1,727.00;361.50;0.00;0.00;-194.00;857.25;-1,658.25;0.00;-2,440.00;124.00;-124.00;0.00;-1,214.50;0.00;-977.50
Jun 30, 2023 11:00 AM;Jun 30, 2023 12:00 PM;-12,653.75;0.00;-2,484.25;110.00;-1,167.00;0.00;-2,671.75;0.00;-1,057.00;263.00;0.00;0.00;-332.00;634.25;-1,259.50;0.00;-2,779.00;253.00;0.00;0.00;-1,163.75;0.00;-999.75
Jun 30, 2023 12:00 PM;Jun 30, 2023 1:00 PM;-11,433.75;0.00;-2,517.25;133.75;-943.75;0.00;-2,429.75;20.00;-688.00;206.00;0.00;0.00;-556.00;514.75;-821.75;0.00;-2,678.00;391.00;0.00;0.00;-1,065.25;0.00;-999.50
Jun 30, 2023 1:00 PM;Jun 30, 2023 2:00 PM;-10,679.00;0.00;-3,041.00;292.25;-281.25;0.00;-2,365.25;106.00;-642.00;171.25;0.00;0.00;-616.00;600.00;-601.00;0.00;-2,892.00;558.00;0.00;0.00;-967.00;0.00;-1,001.00
Jun 30, 2023 2:00 PM;Jun 30, 2023 3:00 PM;-9,500.50;0.00;-3,236.25;338.50;-191.25;0.00;-2,379.75;415.00;-453.00;163.00;0.00;0.00;-617.00;600.25;-138.00;0.00;-2,970.00;888.00;0.00;0.00;-919.00;0.00;-1,001.00
Jun 30, 2023 3:00 PM;Jun 30, 2023 4:00 PM;-9,351.50;0.00;-3,226.25;407.00;-435.25;0.00;-2,508.25;695.00;-209.00;204.00;0.00;0.00;-617.00;944.75;-76.25;0.00;-3,694.00;1,138.00;0.00;0.00;-975.75;0.00;-998.50
Jun 30, 2023 4:00 PM;Jun 30, 2023 5:00 PM;-10,059.75;0.00;-3,077.50;396.00;-970.25;0.00;-2,726.50;532.00;-149.00;273.00;0.00;0.00;-618.00;986.50;-171.50;0.00;-3,769.00;1,293.00;0.00;0.00;-1,066.75;0.00;-991.75
Jun 30, 2023 5:00 PM;Jun 30, 2023 6:00 PM;-10,151.25;23.50;-1,136.00;190.75;-2,028.50;0.00;-3,243.25;402.00;-216.00;404.25;0.00;0.00;-618.00;811.00;-435.00;0.00;-3,271.00;1,326.00;0.00;0.00;-1,360.50;0.00;-1,000.50
Jun 30, 2023 6:00 PM;Jun 30, 2023 7:00 PM;-12,022.00;0.00;-2,590.75;255.50;-2,074.00;0.00;-3,141.75;513.00;-227.00;329.75;0.00;0.00;-598.00;689.25;-455.50;0.00;-3,746.00;1,404.00;0.00;0.00;-1,405.75;0.00;-974.75
Jun 30, 2023 7:00 PM;Jun 30, 2023 8:00 PM;-14,072.50;0.00;-3,011.00;221.75;-2,771.00;0.00;-2,960.00;501.00;-181.00;334.75;0.00;0.00;-538.00;482.50;-583.00;0.00;-4,327.00;1,105.00;0.00;0.00;-1,407.25;0.00;-939.25
Jun 30, 2023 8:00 PM;Jun 30, 2023 9:00 PM;-14,304.25;0.00;-2,817.25;186.50;-2,493.00;0.00;-2,941.75;169.00;-367.00;337.75;0.00;0.00;-360.00;437.50;-822.00;0.00;-4,148.00;891.00;0.00;0.00;-1,407.75;0.00;-969.25
Jun 30, 2023 9:00 PM;Jun 30, 2023 10:00 PM;-13,566.25;0.00;-2,080.75;182.00;-2,400.25;0.00;-2,849.00;123.00;-434.00;306.00;0.00;0.00;-381.00;345.25;-920.25;0.00;-4,014.00;937.00;0.00;0.00;-1,408.00;0.00;-972.25
Jun 30, 2023 10:00 PM;Jun 30, 2023 11:00 PM;-12,627.50;0.00;-1,765.50;174.25;-2,267.50;0.00;-2,686.00;108.00;-507.00;285.75;0.00;0.00;-435.00;293.25;-845.50;0.00;-3,754.00;1,093.00;0.00;0.00;-1,403.50;0.00;-917.75
Jun 30, 2023 11:00 PM;Jul 1, 2023 12:00 AM;-10,520.25;27.00;-1,643.25;251.00;-1,514.00;0.00;-2,365.25;256.00;-544.00;244.25;0.00;0.00;-606.00;317.00;-502.75;0.00;-3,528.00;1,188.00;0.00;0.00;-1,312.50;0.00;-787.75
Jul 1, 2023 12:00 AM;Jul 1, 2023 1:00 AM;-9,701.25;656.75;-1,336.75;264.75;-1,373.75;0.00;-2,975.25;260.00;-549.00;243.00;0.00;0.00;-617.00;446.00;-371.50;0.00;-3,378.00;1,232.00;0.00;0.00;-1,402.75;0.00;-799.75
Jul 1, 2023 1:00 AM;Jul 1, 2023 2:00 AM;-9,394.00;1,037.25;-1,656.00;277.00;-1,369.50;0.00;-2,995.75;678.00;-363.00;205.50;0.00;0.00;-617.00;509.75;-407.75;0.00;-3,441.00;1,152.00;0.00;0.00;-1,407.00;0.00;-996.50
Jul 1, 2023 2:00 AM;Jul 1, 2023 3:00 AM;-8,155.00;1,639.25;-1,698.75;317.50;-1,168.25;0.00;-2,869.75;986.00;-188.00;176.50;0.00;0.00;-617.00;468.25;-438.75;0.00;-3,564.00;1,210.00;0.00;0.00;-1,407.00;0.00;-1,001.00
Jul 1, 2023 3:00 AM;Jul 1, 2023 4:00 AM;-7,769.25;1,671.00;-1,620.00;306.00;-1,177.25;0.00;-2,881.00;973.00;-95.00;229.50;0.00;0.00;-617.00;503.50;-472.75;0.00;-3,305.00;1,120.00;0.00;0.00;-1,403.25;0.00;-1,001.00
Jul 1, 2023 4:00 AM;Jul 1, 2023 5:00 AM;-6,909.50;1,669.25;-1,444.25;278.00;-1,045.50;0.00;-2,707.00;958.00;-83.00;239.25;0.00;0.00;-617.00;557.00;-476.25;0.00;-3,062.00;1,141.00;0.00;0.00;-1,319.50;0.00;-997.50
Jul 1, 2023 5:00 AM;Jul 1, 2023 6:00 AM;-6,096.25;1,609.00;-1,458.50;319.75;-528.25;0.00;-2,642.50;950.00;-119.00;291.25;0.00;0.00;-617.00;758.50;-514.75;0.00;-2,914.00;1,032.00;0.00;0.00;-1,280.00;0.00;-982.75
Jul 1, 2023 6:00 AM;Jul 1, 2023 7:00 AM;-5,577.50;1,250.00;-1,672.25;339.50;-528.50;0.00;-2,195.50;1,172.00;-56.00;249.25;0.00;0.00;-617.00;864.75;-532.75;0.00;-2,904.00;1,108.00;0.00;0.00;-1,105.75;0.00;-949.25
Jul 1, 2023 7:00 AM;Jul 1, 2023 8:00 AM;-4,602.75;1,258.00;-1,248.75;326.25;-465.00;0.00;-2,234.00;1,205.00;-22.00;266.00;0.00;0.00;-617.00;876.50;-430.00;0.00;-2,778.00;1,089.00;0.00;0.00;-919.75;0.00;-909.00
