Start date;End date;Photovoltaics and wind [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions
Feb 10, 2023 6:00 PM;Feb 10, 2023 7:00 PM;25,941.50;5,609.75;20,331.75;0.00
Feb 10, 2023 7:00 PM;Feb 10, 2023 8:00 PM;28,589.00;5,207.75;23,381.25;0.00
Feb 10, 2023 8:00 PM;Feb 10, 2023 9:00 PM;30,482.00;4,943.75;25,538.25;0.00
Feb 10, 2023 9:00 PM;Feb 10, 2023 10:00 PM;31,931.75;4,940.25;26,991.50;0.00
Feb 10, 2023 10:00 PM;Feb 10, 2023 11:00 PM;32,521.00;5,023.50;27,497.50;0.00
Feb 10, 2023 11:00 PM;Feb 11, 2023 12:00 AM;33,106.75;5,005.25;28,101.50;0.00
Feb 11, 2023 12:00 AM;Feb 11, 2023 1:00 AM;32,675.25;3,201.25;29,474.00;0.00
Feb 11, 2023 1:00 AM;Feb 11, 2023 2:00 AM;32,760.25;3,559.25;29,201.00;0.00
Feb 11, 2023 2:00 AM;Feb 11, 2023 3:00 AM;32,082.50;3,579.25;28,503.25;0.00
Feb 11, 2023 3:00 AM;Feb 11, 2023 4:00 AM;31,516.25;3,804.25;27,712.00;0.00
Feb 11, 2023 4:00 AM;Feb 11, 2023 5:00 AM;30,838.25;3,567.50;27,270.75;0.00
Feb 11, 2023 5:00 AM;Feb 11, 2023 6:00 AM;30,009.50;3,579.75;26,429.75;0.00
Feb 11, 2023 6:00 AM;Feb 11, 2023 7:00 AM;30,175.25;3,576.25;26,599.00;0.00
Feb 11, 2023 7:00 AM;Feb 11, 2023 8:00 AM;30,093.75;3,491.75;26,546.00;56.00
Feb 11, 2023 8:00 AM;Feb 11, 2023 9:00 AM;31,094.00;3,626.50;26,247.50;1,220.00
Feb 11, 2023 9:00 AM;Feb 11, 2023 10:00 AM;33,020.00;3,674.25;25,464.00;3,881.75
Feb 11, 2023 10:00 AM;Feb 11, 2023 11:00 AM;35,115.25;3,848.75;24,435.50;6,831.00
Feb 11, 2023 11:00 AM;Feb 11, 2023 12:00 PM;36,875.25;4,051.50;23,645.25;9,178.50
Feb 11, 2023 12:00 PM;Feb 11, 2023 1:00 PM;37,943.25;4,224.25;23,464.25;10,254.75
Feb 11, 2023 1:00 PM;Feb 11, 2023 2:00 PM;37,400.50;4,164.25;23,438.50;9,797.75
Feb 11, 2023 2:00 PM;Feb 11, 2023 3:00 PM;34,798.75;4,220.50;22,865.75;7,712.50
Feb 11, 2023 3:00 PM;Feb 11, 2023 4:00 PM;30,225.50;4,054.75;21,640.50;4,530.25
Feb 11, 2023 4:00 PM;Feb 11, 2023 5:00 PM;25,698.50;3,854.00;20,342.50;1,502.00
Feb 11, 2023 5:00 PM;Feb 11, 2023 6:00 PM;22,561.75;3,482.50;18,961.25;118.00
Feb 11, 2023 6:00 PM;Feb 11, 2023 7:00 PM;20,436.75;3,034.50;17,402.25;0.00
Feb 11, 2023 7:00 PM;Feb 11, 2023 8:00 PM;18,357.00;2,511.50;15,845.50;0.00
Feb 11, 2023 8:00 PM;Feb 11, 2023 9:00 PM;15,891.25;2,064.50;13,826.75;0.00
Feb 11, 2023 9:00 PM;Feb 11, 2023 10:00 PM;13,623.50;1,738.25;11,885.25;0.00
Feb 11, 2023 10:00 PM;Feb 11, 2023 11:00 PM;11,810.25;1,498.25;10,312.00;0.00
Feb 11, 2023 11:00 PM;Feb 12, 2023 12:00 AM;10,389.50;1,278.75;9,110.75;0.00
Feb 12, 2023 12:00 AM;Feb 12, 2023 1:00 AM;9,300.50;795.75;8,504.75;0.00
Feb 12, 2023 1:00 AM;Feb 12, 2023 2:00 AM;7,951.75;713.25;7,238.50;0.00
Feb 12, 2023 2:00 AM;Feb 12, 2023 3:00 AM;6,971.50;663.25;6,308.25;0.00
Feb 12, 2023 3:00 AM;Feb 12, 2023 4:00 AM;6,074.00;616.75;5,457.25;0.00
Feb 12, 2023 4:00 AM;Feb 12, 2023 5:00 AM;5,311.00;671.25;4,639.75;0.00
Feb 12, 2023 5:00 AM;Feb 12, 2023 6:00 AM;4,564.50;692.00;3,872.50;0.00
Feb 12, 2023 6:00 AM;Feb 12, 2023 7:00 AM;3,927.50;775.25;3,152.25;0.00
Feb 12, 2023 7:00 AM;Feb 12, 2023 8:00 AM;3,527.00;717.75;2,769.50;39.75
Feb 12, 2023 8:00 AM;Feb 12, 2023 9:00 AM;4,361.25;792.25;2,592.50;976.50
Feb 12, 2023 9:00 AM;Feb 12, 2023 10:00 AM;6,773.00;949.75;2,470.75;3,352.50
Feb 12, 2023 10:00 AM;Feb 12, 2023 11:00 AM;9,727.75;1,113.25;2,318.75;6,295.75
Feb 12, 2023 11:00 AM;Feb 12, 2023 12:00 PM;12,345.75;1,237.75;2,246.00;8,862.00
Feb 12, 2023 12:00 PM;Feb 12, 2023 1:00 PM;13,958.00;1,346.50;2,380.75;10,230.75
Feb 12, 2023 1:00 PM;Feb 12, 2023 2:00 PM;14,340.25;1,526.50;2,655.50;10,158.25
Feb 12, 2023 2:00 PM;Feb 12, 2023 3:00 PM;13,279.25;1,730.25;2,826.00;8,723.00
Feb 12, 2023 3:00 PM;Feb 12, 2023 4:00 PM;10,199.75;1,931.50;2,820.50;5,447.75
Feb 12, 2023 4:00 PM;Feb 12, 2023 5:00 PM;6,788.25;1,939.00;2,924.00;1,925.25
Feb 12, 2023 5:00 PM;Feb 12, 2023 6:00 PM;5,407.00;1,867.50;3,380.00;159.50
Feb 12, 2023 6:00 PM;Feb 12, 2023 7:00 PM;5,799.25;1,779.00;4,020.25;0.00
Feb 12, 2023 7:00 PM;Feb 12, 2023 8:00 PM;6,281.00;1,703.75;4,577.25;0.00
Feb 12, 2023 8:00 PM;Feb 12, 2023 9:00 PM;6,503.25;1,635.25;4,868.00;0.00
Feb 12, 2023 9:00 PM;Feb 12, 2023 10:00 PM;6,694.00;1,589.25;5,104.75;0.00
Feb 12, 2023 10:00 PM;Feb 12, 2023 11:00 PM;6,801.75;1,591.00;5,210.75;0.00
Feb 12, 2023 11:00 PM;Feb 13, 2023 12:00 AM;6,778.50;1,613.00;5,165.50;0.00
Feb 13, 2023 12:00 AM;Feb 13, 2023 1:00 AM;6,465.00;1,214.00;5,251.00;0.00
Feb 13, 2023 1:00 AM;Feb 13, 2023 2:00 AM;6,349.25;1,235.50;5,113.75;0.00
Feb 13, 2023 2:00 AM;Feb 13, 2023 3:00 AM;6,142.25;1,227.00;4,915.25;0.00
Feb 13, 2023 3:00 AM;Feb 13, 2023 4:00 AM;6,228.00;1,231.75;4,996.25;0.00
Feb 13, 2023 4:00 AM;Feb 13, 2023 5:00 AM;6,097.75;1,330.50;4,767.25;0.00
Feb 13, 2023 5:00 AM;Feb 13, 2023 6:00 AM;5,793.50;1,293.75;4,499.75;0.00
Feb 13, 2023 6:00 AM;Feb 13, 2023 7:00 AM;5,722.00;1,203.00;4,519.00;0.00
Feb 13, 2023 7:00 AM;Feb 13, 2023 8:00 AM;5,330.50;1,128.75;4,141.00;60.75
Feb 13, 2023 8:00 AM;Feb 13, 2023 9:00 AM;6,358.75;1,058.75;3,770.00;1,530.00
Feb 13, 2023 9:00 AM;Feb 13, 2023 10:00 AM;9,108.25;1,013.00;3,264.75;4,830.50
Feb 13, 2023 10:00 AM;Feb 13, 2023 11:00 AM;12,093.00;958.00;2,606.25;8,528.75
Feb 13, 2023 11:00 AM;Feb 13, 2023 12:00 PM;14,969.00;931.50;2,220.50;11,817.00
Feb 13, 2023 12:00 PM;Feb 13, 2023 1:00 PM;17,075.50;968.75;2,258.00;13,848.75
Feb 13, 2023 1:00 PM;Feb 13, 2023 2:00 PM;17,491.75;1,015.25;2,307.00;14,169.50
Feb 13, 2023 2:00 PM;Feb 13, 2023 3:00 PM;17,595.50;1,019.75;2,099.50;14,476.25
Feb 13, 2023 3:00 PM;Feb 13, 2023 4:00 PM;12,394.75;1,044.25;1,858.50;9,492.00
Feb 13, 2023 4:00 PM;Feb 13, 2023 5:00 PM;6,237.75;965.00;1,722.25;3,550.50
Feb 13, 2023 5:00 PM;Feb 13, 2023 6:00 PM;3,104.25;881.25;1,913.25;309.75
Feb 13, 2023 6:00 PM;Feb 13, 2023 7:00 PM;3,184.25;827.75;2,356.50;0.00
Feb 13, 2023 7:00 PM;Feb 13, 2023 8:00 PM;3,474.75;792.50;2,682.25;0.00
Feb 13, 2023 8:00 PM;Feb 13, 2023 9:00 PM;3,517.00;765.50;2,751.50;0.00
Feb 13, 2023 9:00 PM;Feb 13, 2023 10:00 PM;3,365.00;736.00;2,629.00;0.00
Feb 13, 2023 10:00 PM;Feb 13, 2023 11:00 PM;3,013.50;699.25;2,314.25;0.00
Feb 13, 2023 11:00 PM;Feb 14, 2023 12:00 AM;2,582.00;675.75;1,906.25;0.00
Feb 14, 2023 12:00 AM;Feb 14, 2023 1:00 AM;2,539.50;522.25;2,017.25;0.00
Feb 14, 2023 1:00 AM;Feb 14, 2023 2:00 AM;2,528.00;556.25;1,971.75;0.00
Feb 14, 2023 2:00 AM;Feb 14, 2023 3:00 AM;2,841.75;710.25;2,131.50;0.00
Feb 14, 2023 3:00 AM;Feb 14, 2023 4:00 AM;3,453.25;931.00;2,522.25;0.00
Feb 14, 2023 4:00 AM;Feb 14, 2023 5:00 AM;3,843.50;1,148.25;2,695.25;0.00
Feb 14, 2023 5:00 AM;Feb 14, 2023 6:00 AM;3,908.25;1,288.50;2,619.75;0.00
Feb 14, 2023 6:00 AM;Feb 14, 2023 7:00 AM;4,115.75;1,358.75;2,757.00;0.00
Feb 14, 2023 7:00 AM;Feb 14, 2023 8:00 AM;4,222.75;1,353.50;2,751.00;118.25
Feb 14, 2023 8:00 AM;Feb 14, 2023 9:00 AM;6,296.25;1,242.25;2,672.50;2,381.50
Feb 14, 2023 9:00 AM;Feb 14, 2023 10:00 AM;10,674.50;1,026.75;2,371.25;7,276.50
Feb 14, 2023 10:00 AM;Feb 14, 2023 11:00 AM;14,972.50;830.75;1,741.50;12,400.25
Feb 14, 2023 11:00 AM;Feb 14, 2023 12:00 PM;18,228.25;710.25;998.50;16,519.50
Feb 14, 2023 12:00 PM;Feb 14, 2023 1:00 PM;19,765.25;634.25;494.25;18,636.75
Feb 14, 2023 1:00 PM;Feb 14, 2023 2:00 PM;19,483.75;553.00;319.75;18,611.00
Feb 14, 2023 2:00 PM;Feb 14, 2023 3:00 PM;18,943.50;473.75;282.00;18,187.75
Feb 14, 2023 3:00 PM;Feb 14, 2023 4:00 PM;12,779.75;362.75;319.25;12,097.75
Feb 14, 2023 4:00 PM;Feb 14, 2023 5:00 PM;5,485.25;342.75;549.50;4,593.00
Feb 14, 2023 5:00 PM;Feb 14, 2023 6:00 PM;1,940.00;335.00;1,191.25;413.75
Feb 14, 2023 6:00 PM;Feb 14, 2023 7:00 PM;2,457.25;339.75;2,117.50;0.00
Feb 14, 2023 7:00 PM;Feb 14, 2023 8:00 PM;3,178.00;352.00;2,826.00;0.00
Feb 14, 2023 8:00 PM;Feb 14, 2023 9:00 PM;3,565.00;355.00;3,210.00;0.00
Feb 14, 2023 9:00 PM;Feb 14, 2023 10:00 PM;3,811.00;349.25;3,461.75;0.00
Feb 14, 2023 10:00 PM;Feb 14, 2023 11:00 PM;3,803.25;354.75;3,448.50;0.00
Feb 14, 2023 11:00 PM;Feb 15, 2023 12:00 AM;3,456.25;343.25;3,113.00;0.00
Feb 15, 2023 12:00 AM;Feb 15, 2023 1:00 AM;3,650.00;111.75;3,538.25;0.00
Feb 15, 2023 1:00 AM;Feb 15, 2023 2:00 AM;3,290.00;96.00;3,194.00;0.00
Feb 15, 2023 2:00 AM;Feb 15, 2023 3:00 AM;3,016.00;109.00;2,907.00;0.00
Feb 15, 2023 3:00 AM;Feb 15, 2023 4:00 AM;2,858.50;133.50;2,725.00;0.00
Feb 15, 2023 4:00 AM;Feb 15, 2023 5:00 AM;2,709.00;140.00;2,569.00;0.00
Feb 15, 2023 5:00 AM;Feb 15, 2023 6:00 AM;2,818.75;165.75;2,653.00;0.00
Feb 15, 2023 6:00 AM;Feb 15, 2023 7:00 AM;3,073.00;189.00;2,884.00;0.00
Feb 15, 2023 7:00 AM;Feb 15, 2023 8:00 AM;3,705.25;229.50;3,285.75;190.00
Feb 15, 2023 8:00 AM;Feb 15, 2023 9:00 AM;7,228.00;355.75;3,752.25;3,120.00
Feb 15, 2023 9:00 AM;Feb 15, 2023 10:00 AM;13,140.25;504.75;3,842.00;8,793.50
Feb 15, 2023 10:00 AM;Feb 15, 2023 11:00 AM;18,193.25;624.00;3,254.50;14,314.75
Feb 15, 2023 11:00 AM;Feb 15, 2023 12:00 PM;21,490.75;733.00;2,351.50;18,406.25
Feb 15, 2023 12:00 PM;Feb 15, 2023 1:00 PM;22,822.50;829.75;1,637.25;20,355.50
Feb 15, 2023 1:00 PM;Feb 15, 2023 2:00 PM;22,496.75;969.75;1,336.75;20,190.25
Feb 15, 2023 2:00 PM;Feb 15, 2023 3:00 PM;22,174.00;1,194.25;1,363.00;19,616.75
Feb 15, 2023 3:00 PM;Feb 15, 2023 4:00 PM;16,455.25;1,557.00;1,602.00;13,296.25
Feb 15, 2023 4:00 PM;Feb 15, 2023 5:00 PM;9,592.75;1,925.00;2,635.75;5,032.00
Feb 15, 2023 5:00 PM;Feb 15, 2023 6:00 PM;7,611.75;2,341.50;4,813.50;456.75
Feb 15, 2023 6:00 PM;Feb 15, 2023 7:00 PM;10,449.25;2,806.25;7,643.00;0.00
Feb 15, 2023 7:00 PM;Feb 15, 2023 8:00 PM;13,846.25;3,288.75;10,557.50;0.00
Feb 15, 2023 8:00 PM;Feb 15, 2023 9:00 PM;16,328.25;3,708.00;12,620.25;0.00
Feb 15, 2023 9:00 PM;Feb 15, 2023 10:00 PM;18,140.75;3,930.25;14,210.50;0.00
Feb 15, 2023 10:00 PM;Feb 15, 2023 11:00 PM;19,377.25;4,083.75;15,293.50;0.00
Feb 15, 2023 11:00 PM;Feb 16, 2023 12:00 AM;20,115.25;4,037.75;16,077.50;0.00
Feb 16, 2023 12:00 AM;Feb 16, 2023 1:00 AM;18,411.00;3,562.00;14,849.00;0.00
Feb 16, 2023 1:00 AM;Feb 16, 2023 2:00 AM;18,689.25;3,156.25;15,533.00;0.00
Feb 16, 2023 2:00 AM;Feb 16, 2023 3:00 AM;18,392.25;2,661.75;15,730.50;0.00
Feb 16, 2023 3:00 AM;Feb 16, 2023 4:00 AM;18,089.50;2,081.00;16,008.50;0.00
Feb 16, 2023 4:00 AM;Feb 16, 2023 5:00 AM;17,299.50;2,022.75;15,276.75;0.00
Feb 16, 2023 5:00 AM;Feb 16, 2023 6:00 AM;17,213.50;2,048.50;15,165.00;0.00
Feb 16, 2023 6:00 AM;Feb 16, 2023 7:00 AM;17,386.00;1,894.25;15,491.75;0.00
Feb 16, 2023 7:00 AM;Feb 16, 2023 8:00 AM;17,380.75;1,685.75;15,417.75;277.25
Feb 16, 2023 8:00 AM;Feb 16, 2023 9:00 AM;21,266.25;1,701.75;15,720.75;3,843.75
Feb 16, 2023 9:00 AM;Feb 16, 2023 10:00 AM;27,481.50;1,805.50;15,328.75;10,347.25
Feb 16, 2023 10:00 AM;Feb 16, 2023 11:00 AM;31,670.75;2,002.50;13,606.75;16,061.50
Feb 16, 2023 11:00 AM;Feb 16, 2023 12:00 PM;33,035.00;2,174.50;11,325.75;19,534.75
Feb 16, 2023 12:00 PM;Feb 16, 2023 1:00 PM;32,872.00;2,253.75;10,270.25;20,348.00
Feb 16, 2023 1:00 PM;Feb 16, 2023 2:00 PM;30,906.50;2,317.75;10,059.50;18,529.25
Feb 16, 2023 2:00 PM;Feb 16, 2023 3:00 PM;26,842.50;2,458.25;9,994.50;14,389.75
Feb 16, 2023 3:00 PM;Feb 16, 2023 4:00 PM;21,426.25;2,501.00;10,156.75;8,768.50
Feb 16, 2023 4:00 PM;Feb 16, 2023 5:00 PM;16,809.00;2,595.00;11,072.25;3,141.75
Feb 16, 2023 5:00 PM;Feb 16, 2023 6:00 PM;15,831.50;2,726.50;12,842.50;262.50
Feb 16, 2023 6:00 PM;Feb 16, 2023 7:00 PM;17,782.00;2,897.00;14,885.00;0.00
Feb 16, 2023 7:00 PM;Feb 16, 2023 8:00 PM;19,955.50;3,216.00;16,739.50;0.00
Feb 16, 2023 8:00 PM;Feb 16, 2023 9:00 PM;21,523.75;3,606.50;17,917.25;0.00
Feb 16, 2023 9:00 PM;Feb 16, 2023 10:00 PM;22,831.00;3,853.50;18,977.50;0.00
Feb 16, 2023 10:00 PM;Feb 16, 2023 11:00 PM;23,551.75;3,871.00;19,680.75;0.00
Feb 16, 2023 11:00 PM;Feb 17, 2023 12:00 AM;24,200.00;3,875.25;20,324.75;0.00
Feb 17, 2023 12:00 AM;Feb 17, 2023 1:00 AM;29,303.50;4,551.00;24,752.50;0.00
Feb 17, 2023 1:00 AM;Feb 17, 2023 2:00 AM;29,930.00;4,562.25;25,367.75;0.00
Feb 17, 2023 2:00 AM;Feb 17, 2023 3:00 AM;31,132.50;4,780.00;26,352.50;0.00
Feb 17, 2023 3:00 AM;Feb 17, 2023 4:00 AM;31,914.25;4,302.00;27,612.25;0.00
Feb 17, 2023 4:00 AM;Feb 17, 2023 5:00 AM;33,198.25;4,204.75;28,993.50;0.00
Feb 17, 2023 5:00 AM;Feb 17, 2023 6:00 AM;34,622.00;4,418.75;30,203.25;0.00
Feb 17, 2023 6:00 AM;Feb 17, 2023 7:00 AM;35,989.25;3,973.25;32,016.00;0.00
Feb 17, 2023 7:00 AM;Feb 17, 2023 8:00 AM;37,033.25;3,473.25;33,473.25;86.75
Feb 17, 2023 8:00 AM;Feb 17, 2023 9:00 AM;39,730.25;3,637.00;35,483.25;610.00
Feb 17, 2023 9:00 AM;Feb 17, 2023 10:00 AM;43,125.00;3,764.25;37,537.75;1,823.00
Feb 17, 2023 10:00 AM;Feb 17, 2023 11:00 AM;46,754.50;4,183.00;39,325.00;3,246.50
Feb 17, 2023 11:00 AM;Feb 17, 2023 12:00 PM;49,758.00;4,348.75;40,838.00;4,571.25
Feb 17, 2023 12:00 PM;Feb 17, 2023 1:00 PM;51,685.75;4,375.75;42,030.75;5,279.25
Feb 17, 2023 1:00 PM;Feb 17, 2023 2:00 PM;52,620.50;4,389.75;43,061.25;5,169.50
Feb 17, 2023 2:00 PM;Feb 17, 2023 3:00 PM;52,315.25;4,456.50;43,560.75;4,298.00
Feb 17, 2023 3:00 PM;Feb 17, 2023 4:00 PM;50,335.00;4,000.25;43,647.00;2,687.75
Feb 17, 2023 4:00 PM;Feb 17, 2023 5:00 PM;48,572.00;4,024.25;43,517.75;1,030.00
Feb 17, 2023 5:00 PM;Feb 17, 2023 6:00 PM;47,209.50;3,990.50;43,076.25;142.75
Feb 17, 2023 6:00 PM;Feb 17, 2023 7:00 PM;46,095.25;3,899.75;42,195.50;0.00
Feb 17, 2023 7:00 PM;Feb 17, 2023 8:00 PM;44,962.50;3,689.25;41,273.25;0.00
Feb 17, 2023 8:00 PM;Feb 17, 2023 9:00 PM;43,731.25;3,458.25;40,273.00;0.00
Feb 17, 2023 9:00 PM;Feb 17, 2023 10:00 PM;42,421.50;3,371.00;39,050.50;0.00
Feb 17, 2023 10:00 PM;Feb 17, 2023 11:00 PM;40,593.50;3,421.00;37,172.50;0.00
Feb 17, 2023 11:00 PM;Feb 18, 2023 12:00 AM;39,324.75;3,451.00;35,873.75;0.00
Feb 18, 2023 12:00 AM;Feb 18, 2023 1:00 AM;38,289.00;3,135.00;35,154.00;0.00
Feb 18, 2023 1:00 AM;Feb 18, 2023 2:00 AM;37,374.25;3,737.75;33,636.50;0.00
Feb 18, 2023 2:00 AM;Feb 18, 2023 3:00 AM;35,355.50;3,570.00;31,785.50;0.00
Feb 18, 2023 3:00 AM;Feb 18, 2023 4:00 AM;33,661.75;3,082.00;30,579.75;0.00
Feb 18, 2023 4:00 AM;Feb 18, 2023 5:00 AM;31,863.25;2,564.50;29,298.75;0.00
Feb 18, 2023 5:00 AM;Feb 18, 2023 6:00 AM;30,242.00;2,232.00;28,010.00;0.00
Feb 18, 2023 6:00 AM;Feb 18, 2023 7:00 AM;29,222.50;2,033.25;27,189.25;0.00
Feb 18, 2023 7:00 AM;Feb 18, 2023 8:00 AM;28,521.25;1,604.25;26,801.25;115.75
Feb 18, 2023 8:00 AM;Feb 18, 2023 9:00 AM;29,532.75;1,866.75;26,690.00;976.00
Feb 18, 2023 9:00 AM;Feb 18, 2023 10:00 AM;32,584.00;2,584.75;27,132.25;2,867.00
Feb 18, 2023 10:00 AM;Feb 18, 2023 11:00 AM;36,929.00;3,565.75;28,467.00;4,896.25
Feb 18, 2023 11:00 AM;Feb 18, 2023 12:00 PM;40,185.00;3,543.75;30,376.75;6,264.50
Feb 18, 2023 12:00 PM;Feb 18, 2023 1:00 PM;42,244.50;3,358.75;32,011.50;6,874.25
Feb 18, 2023 1:00 PM;Feb 18, 2023 2:00 PM;42,590.50;2,902.25;32,921.25;6,767.00
Feb 18, 2023 2:00 PM;Feb 18, 2023 3:00 PM;39,934.75;2,230.50;32,073.00;5,631.25
Feb 18, 2023 3:00 PM;Feb 18, 2023 4:00 PM;36,138.50;1,590.75;30,903.50;3,644.25
Feb 18, 2023 4:00 PM;Feb 18, 2023 5:00 PM;32,353.75;1,421.25;29,459.75;1,472.75
Feb 18, 2023 5:00 PM;Feb 18, 2023 6:00 PM;29,424.50;1,397.50;27,842.00;185.00
Feb 18, 2023 6:00 PM;Feb 18, 2023 7:00 PM;27,657.50;1,385.25;26,272.25;0.00
Feb 18, 2023 7:00 PM;Feb 18, 2023 8:00 PM;26,204.00;1,303.00;24,901.00;0.00
Feb 18, 2023 8:00 PM;Feb 18, 2023 9:00 PM;24,403.25;1,188.25;23,215.00;0.00
Feb 18, 2023 9:00 PM;Feb 18, 2023 10:00 PM;22,465.75;1,090.50;21,375.25;0.00
Feb 18, 2023 10:00 PM;Feb 18, 2023 11:00 PM;20,821.00;1,087.25;19,733.75;0.00
Feb 18, 2023 11:00 PM;Feb 19, 2023 12:00 AM;19,876.25;1,163.75;18,712.50;0.00
Feb 19, 2023 12:00 AM;Feb 19, 2023 1:00 AM;17,517.25;838.50;16,678.75;0.00
Feb 19, 2023 1:00 AM;Feb 19, 2023 2:00 AM;17,450.50;799.50;16,651.00;0.00
Feb 19, 2023 2:00 AM;Feb 19, 2023 3:00 AM;18,162.25;870.50;17,291.75;0.00
Feb 19, 2023 3:00 AM;Feb 19, 2023 4:00 AM;19,376.50;987.00;18,389.50;0.00
Feb 19, 2023 4:00 AM;Feb 19, 2023 5:00 AM;20,141.25;1,001.00;19,140.25;0.00
Feb 19, 2023 5:00 AM;Feb 19, 2023 6:00 AM;20,378.75;1,054.25;19,324.50;0.00
Feb 19, 2023 6:00 AM;Feb 19, 2023 7:00 AM;20,862.50;1,104.25;19,758.25;0.00
Feb 19, 2023 7:00 AM;Feb 19, 2023 8:00 AM;20,046.50;1,202.25;18,745.25;99.00
Feb 19, 2023 8:00 AM;Feb 19, 2023 9:00 AM;19,487.00;1,218.25;17,000.25;1,268.50
Feb 19, 2023 9:00 AM;Feb 19, 2023 10:00 AM;20,602.00;1,232.75;15,322.00;4,047.25
Feb 19, 2023 10:00 AM;Feb 19, 2023 11:00 AM;22,729.50;1,324.50;13,974.25;7,430.75
Feb 19, 2023 11:00 AM;Feb 19, 2023 12:00 PM;24,866.50;1,407.00;13,505.50;9,954.00
Feb 19, 2023 12:00 PM;Feb 19, 2023 1:00 PM;26,095.25;1,445.25;13,546.25;11,103.75
Feb 19, 2023 1:00 PM;Feb 19, 2023 2:00 PM;25,950.00;1,598.50;13,342.00;11,009.50
Feb 19, 2023 2:00 PM;Feb 19, 2023 3:00 PM;24,114.50;1,869.75;12,976.00;9,268.75
Feb 19, 2023 3:00 PM;Feb 19, 2023 4:00 PM;19,995.25;2,266.50;11,704.00;6,024.75
Feb 19, 2023 4:00 PM;Feb 19, 2023 5:00 PM;15,469.50;2,809.00;10,314.00;2,346.50
Feb 19, 2023 5:00 PM;Feb 19, 2023 6:00 PM;13,640.00;3,593.00;9,816.00;231.00
Feb 19, 2023 6:00 PM;Feb 19, 2023 7:00 PM;15,075.75;4,392.25;10,683.50;0.00
Feb 19, 2023 7:00 PM;Feb 19, 2023 8:00 PM;17,546.25;5,003.00;12,543.25;0.00
Feb 19, 2023 8:00 PM;Feb 19, 2023 9:00 PM;19,504.25;5,310.25;14,194.00;0.00
Feb 19, 2023 9:00 PM;Feb 19, 2023 10:00 PM;20,756.00;4,911.50;15,844.50;0.00
Feb 19, 2023 10:00 PM;Feb 19, 2023 11:00 PM;22,475.00;4,930.50;17,544.50;0.00
Feb 19, 2023 11:00 PM;Feb 20, 2023 12:00 AM;24,632.00;4,909.25;19,722.75;0.00
Feb 20, 2023 12:00 AM;Feb 20, 2023 1:00 AM;27,066.50;4,311.25;22,755.25;0.00
Feb 20, 2023 1:00 AM;Feb 20, 2023 2:00 AM;28,453.25;4,540.75;23,912.50;0.00
Feb 20, 2023 2:00 AM;Feb 20, 2023 3:00 AM;30,188.75;4,363.50;25,825.25;0.00
Feb 20, 2023 3:00 AM;Feb 20, 2023 4:00 AM;32,658.00;4,378.75;28,279.25;0.00
Feb 20, 2023 4:00 AM;Feb 20, 2023 5:00 AM;34,738.25;4,380.75;30,357.50;0.00
Feb 20, 2023 5:00 AM;Feb 20, 2023 6:00 AM;36,311.00;4,089.25;32,221.75;0.00
Feb 20, 2023 6:00 AM;Feb 20, 2023 7:00 AM;38,300.75;3,631.25;34,669.50;0.00
Feb 20, 2023 7:00 AM;Feb 20, 2023 8:00 AM;39,218.00;2,939.50;35,990.25;288.25
Feb 20, 2023 8:00 AM;Feb 20, 2023 9:00 AM;43,103.50;3,000.00;36,841.50;3,262.00
Feb 20, 2023 9:00 AM;Feb 20, 2023 10:00 AM;48,681.50;3,054.50;37,165.75;8,461.25
Feb 20, 2023 10:00 AM;Feb 20, 2023 11:00 AM;54,505.25;3,642.50;37,321.25;13,541.50
Feb 20, 2023 11:00 AM;Feb 20, 2023 12:00 PM;58,445.50;3,945.75;37,401.75;17,098.00
Feb 20, 2023 12:00 PM;Feb 20, 2023 1:00 PM;60,489.00;4,228.75;37,570.75;18,689.50
Feb 20, 2023 1:00 PM;Feb 20, 2023 2:00 PM;60,226.75;4,422.50;37,735.00;18,069.25
Feb 20, 2023 2:00 PM;Feb 20, 2023 3:00 PM;57,092.25;4,569.75;37,597.00;14,925.50
Feb 20, 2023 3:00 PM;Feb 20, 2023 4:00 PM;51,523.75;4,695.75;36,875.75;9,952.25
Feb 20, 2023 4:00 PM;Feb 20, 2023 5:00 PM;44,866.50;4,753.00;36,002.50;4,111.00
Feb 20, 2023 5:00 PM;Feb 20, 2023 6:00 PM;40,615.75;4,756.75;35,367.75;491.25
Feb 20, 2023 6:00 PM;Feb 20, 2023 7:00 PM;39,709.50;4,702.50;35,007.00;0.00
Feb 20, 2023 7:00 PM;Feb 20, 2023 8:00 PM;39,631.25;4,713.00;34,918.25;0.00
Feb 20, 2023 8:00 PM;Feb 20, 2023 9:00 PM;39,304.00;4,721.50;34,582.50;0.00
Feb 20, 2023 9:00 PM;Feb 20, 2023 10:00 PM;38,724.50;4,725.50;33,999.00;0.00
Feb 20, 2023 10:00 PM;Feb 20, 2023 11:00 PM;37,634.50;4,773.25;32,861.25;0.00
Feb 20, 2023 11:00 PM;Feb 21, 2023 12:00 AM;36,955.00;4,862.25;32,092.75;0.00
Feb 21, 2023 12:00 AM;Feb 21, 2023 1:00 AM;34,032.25;3,150.75;30,881.50;0.00
