Start date;End date;Photovoltaics and wind [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions
Jan 1, 2023 12:00 AM;Jan 1, 2023 1:00 AM;32,409.75;2,348.75;30,061.00;0.00
Jan 1, 2023 1:00 AM;Jan 1, 2023 2:00 AM;32,086.75;2,439.50;29,647.25;0.00
Jan 1, 2023 2:00 AM;Jan 1, 2023 3:00 AM;33,054.25;2,933.75;30,120.50;0.00
Jan 1, 2023 3:00 AM;Jan 1, 2023 4:00 AM;32,313.25;3,005.50;29,307.75;0.00
Jan 1, 2023 4:00 AM;Jan 1, 2023 5:00 AM;30,748.75;2,858.25;27,890.50;0.00
Jan 1, 2023 5:00 AM;Jan 1, 2023 6:00 AM;31,110.25;2,899.50;28,210.75;0.00
Jan 1, 2023 6:00 AM;Jan 1, 2023 7:00 AM;30,541.75;2,819.25;27,722.50;0.00
Jan 1, 2023 7:00 AM;Jan 1, 2023 8:00 AM;30,022.00;2,862.75;27,159.25;0.00
Jan 1, 2023 8:00 AM;Jan 1, 2023 9:00 AM;30,190.75;3,017.25;26,529.50;644.00
Jan 1, 2023 9:00 AM;Jan 1, 2023 10:00 AM;33,360.00;3,102.25;25,882.50;4,375.25
Jan 1, 2023 10:00 AM;Jan 1, 2023 11:00 AM;37,323.25;3,340.00;25,183.00;8,800.25
Jan 1, 2023 11:00 AM;Jan 1, 2023 12:00 PM;39,435.50;3,456.50;24,344.50;11,634.50
Jan 1, 2023 12:00 PM;Jan 1, 2023 1:00 PM;39,486.25;3,636.50;23,534.75;12,315.00
Jan 1, 2023 1:00 PM;Jan 1, 2023 2:00 PM;36,497.50;3,723.00;22,186.00;10,588.50
Jan 1, 2023 2:00 PM;Jan 1, 2023 3:00 PM;33,473.00;5,426.25;21,757.00;6,289.75
Jan 1, 2023 3:00 PM;Jan 1, 2023 4:00 PM;27,672.25;5,359.00;19,961.00;2,352.25
Jan 1, 2023 4:00 PM;Jan 1, 2023 5:00 PM;24,212.75;5,358.00;18,614.50;240.25
Jan 1, 2023 5:00 PM;Jan 1, 2023 6:00 PM;23,689.50;5,785.75;17,903.75;0.00
Jan 1, 2023 6:00 PM;Jan 1, 2023 7:00 PM;23,605.50;5,812.00;17,793.50;0.00
Jan 1, 2023 7:00 PM;Jan 1, 2023 8:00 PM;23,528.75;5,835.25;17,693.50;0.00
Jan 1, 2023 8:00 PM;Jan 1, 2023 9:00 PM;22,354.50;5,637.25;16,717.25;0.00
Jan 1, 2023 9:00 PM;Jan 1, 2023 10:00 PM;21,525.25;5,388.75;16,136.50;0.00
Jan 1, 2023 10:00 PM;Jan 1, 2023 11:00 PM;20,682.75;5,003.25;15,679.50;0.00
Jan 1, 2023 11:00 PM;Jan 2, 2023 12:00 AM;20,113.25;4,422.50;15,690.75;0.00
Jan 2, 2023 12:00 AM;Jan 2, 2023 1:00 AM;21,504.25;3,000.50;18,503.75;0.00
Jan 2, 2023 1:00 AM;Jan 2, 2023 2:00 AM;20,930.00;1,828.25;19,101.75;0.00
Jan 2, 2023 2:00 AM;Jan 2, 2023 3:00 AM;21,617.00;1,378.75;20,238.25;0.00
Jan 2, 2023 3:00 AM;Jan 2, 2023 4:00 AM;23,137.50;925.50;22,212.00;0.00
Jan 2, 2023 4:00 AM;Jan 2, 2023 5:00 AM;24,703.25;817.50;23,885.75;0.00
Jan 2, 2023 5:00 AM;Jan 2, 2023 6:00 AM;25,962.00;856.00;25,106.00;0.00
Jan 2, 2023 6:00 AM;Jan 2, 2023 7:00 AM;27,660.50;1,058.25;26,602.25;0.00
Jan 2, 2023 7:00 AM;Jan 2, 2023 8:00 AM;28,906.25;1,314.00;27,592.25;0.00
Jan 2, 2023 8:00 AM;Jan 2, 2023 9:00 AM;30,332.75;1,737.75;28,021.00;574.00
Jan 2, 2023 9:00 AM;Jan 2, 2023 10:00 AM;33,038.75;2,012.75;27,626.75;3,399.25
Jan 2, 2023 10:00 AM;Jan 2, 2023 11:00 AM;35,717.75;2,375.50;26,509.25;6,833.00
Jan 2, 2023 11:00 AM;Jan 2, 2023 12:00 PM;37,784.00;3,006.75;25,417.75;9,359.50
Jan 2, 2023 12:00 PM;Jan 2, 2023 1:00 PM;38,196.00;3,865.50;24,582.75;9,747.75
Jan 2, 2023 1:00 PM;Jan 2, 2023 2:00 PM;36,400.50;4,749.00;23,780.50;7,871.00
Jan 2, 2023 2:00 PM;Jan 2, 2023 3:00 PM;32,639.25;5,408.25;23,065.25;4,165.75
Jan 2, 2023 3:00 PM;Jan 2, 2023 4:00 PM;29,140.75;5,240.50;22,369.75;1,530.50
Jan 2, 2023 4:00 PM;Jan 2, 2023 5:00 PM;27,162.50;5,330.75;21,658.00;173.75
Jan 2, 2023 5:00 PM;Jan 2, 2023 6:00 PM;26,499.75;5,324.75;21,175.00;0.00
Jan 2, 2023 6:00 PM;Jan 2, 2023 7:00 PM;26,256.25;5,261.75;20,994.50;0.00
Jan 2, 2023 7:00 PM;Jan 2, 2023 8:00 PM;26,248.00;5,214.25;21,033.75;0.00
Jan 2, 2023 8:00 PM;Jan 2, 2023 9:00 PM;25,477.25;5,158.50;20,318.75;0.00
Jan 2, 2023 9:00 PM;Jan 2, 2023 10:00 PM;24,506.25;5,080.00;19,426.25;0.00
Jan 2, 2023 10:00 PM;Jan 2, 2023 11:00 PM;23,321.50;5,018.00;18,303.50;0.00
Jan 2, 2023 11:00 PM;Jan 3, 2023 12:00 AM;22,381.50;4,827.00;17,554.50;0.00
Jan 3, 2023 12:00 AM;Jan 3, 2023 1:00 AM;23,022.25;4,437.50;18,584.75;0.00
Jan 3, 2023 1:00 AM;Jan 3, 2023 2:00 AM;21,572.00;4,141.50;17,430.50;0.00
Jan 3, 2023 2:00 AM;Jan 3, 2023 3:00 AM;20,312.75;3,925.25;16,387.50;0.00
Jan 3, 2023 3:00 AM;Jan 3, 2023 4:00 AM;18,815.75;3,725.00;15,090.75;0.00
Jan 3, 2023 4:00 AM;Jan 3, 2023 5:00 AM;17,470.75;3,482.50;13,988.25;0.00
Jan 3, 2023 5:00 AM;Jan 3, 2023 6:00 AM;16,125.75;3,248.75;12,877.00;0.00
Jan 3, 2023 6:00 AM;Jan 3, 2023 7:00 AM;14,886.75;2,948.50;11,938.25;0.00
Jan 3, 2023 7:00 AM;Jan 3, 2023 8:00 AM;13,999.00;2,702.00;11,297.00;0.00
Jan 3, 2023 8:00 AM;Jan 3, 2023 9:00 AM;13,856.00;2,636.75;10,918.00;301.25
Jan 3, 2023 9:00 AM;Jan 3, 2023 10:00 AM;15,709.50;2,756.25;10,293.75;2,659.50
Jan 3, 2023 10:00 AM;Jan 3, 2023 11:00 AM;17,885.50;2,990.50;9,184.00;5,711.00
Jan 3, 2023 11:00 AM;Jan 3, 2023 12:00 PM;19,477.00;3,253.00;8,171.50;8,052.50
Jan 3, 2023 12:00 PM;Jan 3, 2023 1:00 PM;20,184.50;3,402.25;7,802.50;8,979.75
Jan 3, 2023 1:00 PM;Jan 3, 2023 2:00 PM;19,616.25;3,715.25;7,572.00;8,329.00
Jan 3, 2023 2:00 PM;Jan 3, 2023 3:00 PM;17,204.75;4,365.75;7,205.00;5,634.00
Jan 3, 2023 3:00 PM;Jan 3, 2023 4:00 PM;14,140.75;4,819.25;7,221.75;2,099.75
Jan 3, 2023 4:00 PM;Jan 3, 2023 5:00 PM;13,623.00;5,166.75;8,267.00;189.25
Jan 3, 2023 5:00 PM;Jan 3, 2023 6:00 PM;15,537.00;5,431.00;10,106.00;0.00
Jan 3, 2023 6:00 PM;Jan 3, 2023 7:00 PM;17,697.00;5,470.75;12,226.25;0.00
Jan 3, 2023 7:00 PM;Jan 3, 2023 8:00 PM;20,146.75;5,466.75;14,680.00;0.00
Jan 3, 2023 8:00 PM;Jan 3, 2023 9:00 PM;22,215.00;5,411.25;16,803.75;0.00
Jan 3, 2023 9:00 PM;Jan 3, 2023 10:00 PM;24,503.75;5,392.75;19,111.00;0.00
Jan 3, 2023 10:00 PM;Jan 3, 2023 11:00 PM;26,340.00;5,408.50;20,931.50;0.00
Jan 3, 2023 11:00 PM;Jan 4, 2023 12:00 AM;28,089.00;5,348.50;22,740.50;0.00
Jan 4, 2023 12:00 AM;Jan 4, 2023 1:00 AM;32,256.25;4,949.25;27,307.00;0.00
Jan 4, 2023 1:00 AM;Jan 4, 2023 2:00 AM;34,506.00;5,241.25;29,264.75;0.00
Jan 4, 2023 2:00 AM;Jan 4, 2023 3:00 AM;35,901.25;5,319.75;30,581.50;0.00
Jan 4, 2023 3:00 AM;Jan 4, 2023 4:00 AM;34,899.50;5,375.75;29,523.75;0.00
Jan 4, 2023 4:00 AM;Jan 4, 2023 5:00 AM;34,730.75;5,499.75;29,231.00;0.00
Jan 4, 2023 5:00 AM;Jan 4, 2023 6:00 AM;38,272.00;5,580.00;32,692.00;0.00
Jan 4, 2023 6:00 AM;Jan 4, 2023 7:00 AM;43,012.25;5,687.50;37,324.75;0.00
Jan 4, 2023 7:00 AM;Jan 4, 2023 8:00 AM;46,197.25;5,520.00;40,677.25;0.00
Jan 4, 2023 8:00 AM;Jan 4, 2023 9:00 AM;47,270.75;5,640.50;41,458.00;172.25
Jan 4, 2023 9:00 AM;Jan 4, 2023 10:00 AM;48,541.25;5,706.50;41,991.00;843.75
Jan 4, 2023 10:00 AM;Jan 4, 2023 11:00 AM;49,745.25;5,940.25;42,249.75;1,555.25
Jan 4, 2023 11:00 AM;Jan 4, 2023 12:00 PM;50,521.50;6,023.50;42,437.50;2,060.50
Jan 4, 2023 12:00 PM;Jan 4, 2023 1:00 PM;50,682.75;6,062.25;42,491.50;2,129.00
Jan 4, 2023 1:00 PM;Jan 4, 2023 2:00 PM;50,437.00;6,112.75;42,477.50;1,846.75
Jan 4, 2023 2:00 PM;Jan 4, 2023 3:00 PM;49,091.25;6,147.75;41,683.25;1,260.25
Jan 4, 2023 3:00 PM;Jan 4, 2023 4:00 PM;47,861.00;5,658.75;41,670.00;532.25
Jan 4, 2023 4:00 PM;Jan 4, 2023 5:00 PM;47,297.75;5,649.50;41,566.00;82.25
Jan 4, 2023 5:00 PM;Jan 4, 2023 6:00 PM;47,119.50;5,657.75;41,461.75;0.00
Jan 4, 2023 6:00 PM;Jan 4, 2023 7:00 PM;47,170.50;5,678.75;41,491.75;0.00
Jan 4, 2023 7:00 PM;Jan 4, 2023 8:00 PM;47,523.75;5,691.75;41,832.00;0.00
Jan 4, 2023 8:00 PM;Jan 4, 2023 9:00 PM;47,641.75;5,695.75;41,946.00;0.00
Jan 4, 2023 9:00 PM;Jan 4, 2023 10:00 PM;46,730.25;5,676.00;41,054.25;0.00
Jan 4, 2023 10:00 PM;Jan 4, 2023 11:00 PM;45,616.25;5,684.00;39,932.25;0.00
Jan 4, 2023 11:00 PM;Jan 5, 2023 12:00 AM;45,443.25;5,672.00;39,771.25;0.00
Jan 5, 2023 12:00 AM;Jan 5, 2023 1:00 AM;44,377.00;4,567.00;39,810.00;0.00
Jan 5, 2023 1:00 AM;Jan 5, 2023 2:00 AM;42,098.00;4,353.50;37,744.50;0.00
Jan 5, 2023 2:00 AM;Jan 5, 2023 3:00 AM;41,478.75;4,174.00;37,304.75;0.00
Jan 5, 2023 3:00 AM;Jan 5, 2023 4:00 AM;40,587.75;3,918.00;36,669.75;0.00
Jan 5, 2023 4:00 AM;Jan 5, 2023 5:00 AM;40,390.75;3,766.00;36,624.75;0.00
Jan 5, 2023 5:00 AM;Jan 5, 2023 6:00 AM;41,890.25;3,349.50;38,540.75;0.00
Jan 5, 2023 6:00 AM;Jan 5, 2023 7:00 AM;43,159.25;3,444.50;39,714.75;0.00
Jan 5, 2023 7:00 AM;Jan 5, 2023 8:00 AM;42,639.25;3,649.75;38,989.50;0.00
Jan 5, 2023 8:00 AM;Jan 5, 2023 9:00 AM;40,249.25;3,453.75;36,586.75;208.75
Jan 5, 2023 9:00 AM;Jan 5, 2023 10:00 AM;38,288.75;2,953.00;33,972.75;1,363.00
Jan 5, 2023 10:00 AM;Jan 5, 2023 11:00 AM;37,136.00;2,487.75;31,615.50;3,032.75
Jan 5, 2023 11:00 AM;Jan 5, 2023 12:00 PM;36,402.25;2,129.00;29,772.75;4,500.50
Jan 5, 2023 12:00 PM;Jan 5, 2023 1:00 PM;35,374.50;1,899.75;28,156.50;5,318.25
Jan 5, 2023 1:00 PM;Jan 5, 2023 2:00 PM;32,522.25;1,610.75;25,995.50;4,916.00
Jan 5, 2023 2:00 PM;Jan 5, 2023 3:00 PM;27,348.50;1,257.00;22,594.00;3,497.50
Jan 5, 2023 3:00 PM;Jan 5, 2023 4:00 PM;21,505.50;1,125.50;19,067.50;1,312.50
Jan 5, 2023 4:00 PM;Jan 5, 2023 5:00 PM;17,164.00;927.00;16,080.50;156.50
Jan 5, 2023 5:00 PM;Jan 5, 2023 6:00 PM;14,650.75;825.75;13,825.00;0.00
Jan 5, 2023 6:00 PM;Jan 5, 2023 7:00 PM;12,865.00;925.00;11,940.00;0.00
Jan 5, 2023 7:00 PM;Jan 5, 2023 8:00 PM;11,872.75;1,305.75;10,567.00;0.00
Jan 5, 2023 8:00 PM;Jan 5, 2023 9:00 PM;11,205.25;1,928.75;9,276.50;0.00
Jan 5, 2023 9:00 PM;Jan 5, 2023 10:00 PM;11,380.75;2,699.50;8,681.25;0.00
Jan 5, 2023 10:00 PM;Jan 5, 2023 11:00 PM;12,322.75;3,495.50;8,827.25;0.00
Jan 5, 2023 11:00 PM;Jan 6, 2023 12:00 AM;13,749.50;4,258.25;9,491.25;0.00
Jan 6, 2023 12:00 AM;Jan 6, 2023 1:00 AM;15,798.75;4,698.00;11,100.75;0.00
Jan 6, 2023 1:00 AM;Jan 6, 2023 2:00 AM;17,142.50;5,320.25;11,822.25;0.00
Jan 6, 2023 2:00 AM;Jan 6, 2023 3:00 AM;18,615.25;5,723.75;12,891.50;0.00
Jan 6, 2023 3:00 AM;Jan 6, 2023 4:00 AM;21,086.75;6,021.00;15,065.75;0.00
Jan 6, 2023 4:00 AM;Jan 6, 2023 5:00 AM;23,458.50;6,259.25;17,199.25;0.00
Jan 6, 2023 5:00 AM;Jan 6, 2023 6:00 AM;25,717.25;6,373.00;19,344.25;0.00
Jan 6, 2023 6:00 AM;Jan 6, 2023 7:00 AM;28,331.75;6,233.75;22,098.00;0.00
Jan 6, 2023 7:00 AM;Jan 6, 2023 8:00 AM;30,018.50;5,704.75;24,313.75;0.00
Jan 6, 2023 8:00 AM;Jan 6, 2023 9:00 AM;32,490.50;5,702.50;26,486.50;301.50
Jan 6, 2023 9:00 AM;Jan 6, 2023 10:00 AM;36,100.25;5,840.50;28,414.25;1,845.50
Jan 6, 2023 10:00 AM;Jan 6, 2023 11:00 AM;38,638.75;5,927.50;28,910.00;3,801.25
Jan 6, 2023 11:00 AM;Jan 6, 2023 12:00 PM;39,487.50;5,938.00;28,122.50;5,427.00
Jan 6, 2023 12:00 PM;Jan 6, 2023 1:00 PM;39,690.25;5,970.00;27,415.50;6,304.75
Jan 6, 2023 1:00 PM;Jan 6, 2023 2:00 PM;38,341.50;6,030.50;26,545.25;5,765.75
Jan 6, 2023 2:00 PM;Jan 6, 2023 3:00 PM;33,935.75;6,046.50;24,043.25;3,846.00
Jan 6, 2023 3:00 PM;Jan 6, 2023 4:00 PM;28,997.75;5,688.25;21,744.00;1,565.50
Jan 6, 2023 4:00 PM;Jan 6, 2023 5:00 PM;25,622.25;5,680.00;19,737.50;204.75
Jan 6, 2023 5:00 PM;Jan 6, 2023 6:00 PM;23,880.75;5,557.50;18,323.25;0.00
Jan 6, 2023 6:00 PM;Jan 6, 2023 7:00 PM;22,668.25;5,381.00;17,287.25;0.00
Jan 6, 2023 7:00 PM;Jan 6, 2023 8:00 PM;21,799.25;5,173.50;16,625.75;0.00
Jan 6, 2023 8:00 PM;Jan 6, 2023 9:00 PM;20,601.50;5,005.00;15,596.50;0.00
Jan 6, 2023 9:00 PM;Jan 6, 2023 10:00 PM;19,601.75;4,790.75;14,811.00;0.00
Jan 6, 2023 10:00 PM;Jan 6, 2023 11:00 PM;18,436.00;4,523.75;13,912.25;0.00
Jan 6, 2023 11:00 PM;Jan 7, 2023 12:00 AM;17,432.25;4,213.25;13,219.00;0.00
Jan 7, 2023 12:00 AM;Jan 7, 2023 1:00 AM;19,373.50;4,228.00;15,145.50;0.00
Jan 7, 2023 1:00 AM;Jan 7, 2023 2:00 AM;18,259.75;3,964.00;14,295.75;0.00
Jan 7, 2023 2:00 AM;Jan 7, 2023 3:00 AM;18,342.75;4,243.50;14,099.25;0.00
Jan 7, 2023 3:00 AM;Jan 7, 2023 4:00 AM;19,143.25;4,863.00;14,280.25;0.00
Jan 7, 2023 4:00 AM;Jan 7, 2023 5:00 AM;19,965.75;5,480.50;14,485.25;0.00
Jan 7, 2023 5:00 AM;Jan 7, 2023 6:00 AM;20,423.50;5,758.00;14,665.50;0.00
Jan 7, 2023 6:00 AM;Jan 7, 2023 7:00 AM;20,681.00;5,811.75;14,869.25;0.00
Jan 7, 2023 7:00 AM;Jan 7, 2023 8:00 AM;20,943.00;5,826.50;15,116.50;0.00
Jan 7, 2023 8:00 AM;Jan 7, 2023 9:00 AM;21,617.00;5,743.25;15,449.25;424.50
Jan 7, 2023 9:00 AM;Jan 7, 2023 10:00 AM;23,950.75;5,685.50;15,413.50;2,851.75
Jan 7, 2023 10:00 AM;Jan 7, 2023 11:00 AM;26,565.75;5,676.25;14,838.75;6,050.75
Jan 7, 2023 11:00 AM;Jan 7, 2023 12:00 PM;28,120.25;5,707.75;13,781.50;8,631.00
Jan 7, 2023 12:00 PM;Jan 7, 2023 1:00 PM;28,840.25;5,779.25;13,177.25;9,883.75
Jan 7, 2023 1:00 PM;Jan 7, 2023 2:00 PM;28,115.50;5,795.25;13,103.00;9,217.25
Jan 7, 2023 2:00 PM;Jan 7, 2023 3:00 PM;26,041.50;5,780.50;13,314.00;6,947.00
Jan 7, 2023 3:00 PM;Jan 7, 2023 4:00 PM;23,261.25;5,374.50;15,075.75;2,811.00
Jan 7, 2023 4:00 PM;Jan 7, 2023 5:00 PM;23,884.50;5,416.75;18,121.00;346.75
Jan 7, 2023 5:00 PM;Jan 7, 2023 6:00 PM;26,567.75;5,449.00;21,118.75;0.00
Jan 7, 2023 6:00 PM;Jan 7, 2023 7:00 PM;28,792.50;5,495.25;23,297.25;0.00
Jan 7, 2023 7:00 PM;Jan 7, 2023 8:00 PM;30,437.25;5,565.25;24,872.00;0.00
Jan 7, 2023 8:00 PM;Jan 7, 2023 9:00 PM;31,393.25;5,631.75;25,761.50;0.00
Jan 7, 2023 9:00 PM;Jan 7, 2023 10:00 PM;31,716.00;5,680.50;26,035.50;0.00
Jan 7, 2023 10:00 PM;Jan 7, 2023 11:00 PM;31,145.50;5,728.25;25,417.25;0.00
Jan 7, 2023 11:00 PM;Jan 8, 2023 12:00 AM;30,688.75;5,757.75;24,931.00;0.00
Jan 8, 2023 12:00 AM;Jan 8, 2023 1:00 AM;31,286.25;6,356.25;24,930.00;0.00
Jan 8, 2023 1:00 AM;Jan 8, 2023 2:00 AM;30,502.00;6,697.00;23,805.00;0.00
Jan 8, 2023 2:00 AM;Jan 8, 2023 3:00 AM;29,783.50;6,756.50;23,027.00;0.00
Jan 8, 2023 3:00 AM;Jan 8, 2023 4:00 AM;28,402.75;6,645.50;21,757.25;0.00
Jan 8, 2023 4:00 AM;Jan 8, 2023 5:00 AM;27,645.50;6,508.00;21,137.50;0.00
Jan 8, 2023 5:00 AM;Jan 8, 2023 6:00 AM;27,022.00;6,576.00;20,446.00;0.00
Jan 8, 2023 6:00 AM;Jan 8, 2023 7:00 AM;25,675.00;6,422.00;19,253.00;0.00
Jan 8, 2023 7:00 AM;Jan 8, 2023 8:00 AM;25,581.25;6,290.00;19,291.25;0.00
Jan 8, 2023 8:00 AM;Jan 8, 2023 9:00 AM;25,835.75;6,163.25;19,434.75;237.75
Jan 8, 2023 9:00 AM;Jan 8, 2023 10:00 AM;26,645.25;6,067.25;19,205.75;1,372.25
Jan 8, 2023 10:00 AM;Jan 8, 2023 11:00 AM;27,560.00;6,073.75;18,733.00;2,753.25
Jan 8, 2023 11:00 AM;Jan 8, 2023 12:00 PM;28,176.75;6,062.75;18,283.75;3,830.25
Jan 8, 2023 12:00 PM;Jan 8, 2023 1:00 PM;28,357.00;6,034.00;18,024.50;4,298.50
Jan 8, 2023 1:00 PM;Jan 8, 2023 2:00 PM;27,302.25;5,964.50;17,427.50;3,910.25
Jan 8, 2023 2:00 PM;Jan 8, 2023 3:00 PM;24,668.75;5,824.00;16,004.25;2,840.50
Jan 8, 2023 3:00 PM;Jan 8, 2023 4:00 PM;21,556.75;5,184.25;15,225.50;1,147.00
Jan 8, 2023 4:00 PM;Jan 8, 2023 5:00 PM;20,604.75;5,166.25;15,264.25;174.25
Jan 8, 2023 5:00 PM;Jan 8, 2023 6:00 PM;21,172.00;5,147.75;16,024.25;0.00
Jan 8, 2023 6:00 PM;Jan 8, 2023 7:00 PM;21,958.75;4,988.75;16,970.00;0.00
Jan 8, 2023 7:00 PM;Jan 8, 2023 8:00 PM;22,752.00;4,940.75;17,811.25;0.00
Jan 8, 2023 8:00 PM;Jan 8, 2023 9:00 PM;22,853.75;4,971.50;17,882.25;0.00
Jan 8, 2023 9:00 PM;Jan 8, 2023 10:00 PM;22,905.25;4,992.00;17,913.25;0.00
Jan 8, 2023 10:00 PM;Jan 8, 2023 11:00 PM;22,571.25;5,000.00;17,571.25;0.00
Jan 8, 2023 11:00 PM;Jan 9, 2023 12:00 AM;22,483.25;4,983.00;17,500.25;0.00
Jan 9, 2023 12:00 AM;Jan 9, 2023 1:00 AM;26,128.75;6,007.25;20,121.50;0.00
Jan 9, 2023 1:00 AM;Jan 9, 2023 2:00 AM;26,496.00;5,998.75;20,497.25;0.00
Jan 9, 2023 2:00 AM;Jan 9, 2023 3:00 AM;26,297.50;5,987.75;20,309.75;0.00
Jan 9, 2023 3:00 AM;Jan 9, 2023 4:00 AM;25,904.50;5,824.75;20,079.75;0.00
Jan 9, 2023 4:00 AM;Jan 9, 2023 5:00 AM;24,604.25;5,524.25;19,080.00;0.00
Jan 9, 2023 5:00 AM;Jan 9, 2023 6:00 AM;23,503.50;5,171.00;18,332.50;0.00
Jan 9, 2023 6:00 AM;Jan 9, 2023 7:00 AM;23,698.50;4,680.25;19,018.25;0.00
Jan 9, 2023 7:00 AM;Jan 9, 2023 8:00 AM;23,942.25;4,410.00;19,532.25;0.00
Jan 9, 2023 8:00 AM;Jan 9, 2023 9:00 AM;24,705.00;4,148.75;20,339.75;216.50
Jan 9, 2023 9:00 AM;Jan 9, 2023 10:00 AM;25,916.75;3,922.75;20,575.50;1,418.50
Jan 9, 2023 10:00 AM;Jan 9, 2023 11:00 AM;26,975.75;3,556.50;20,278.00;3,141.25
Jan 9, 2023 11:00 AM;Jan 9, 2023 12:00 PM;27,407.50;2,983.50;19,910.25;4,513.75
Jan 9, 2023 12:00 PM;Jan 9, 2023 1:00 PM;26,902.25;2,364.00;19,483.00;5,055.25
Jan 9, 2023 1:00 PM;Jan 9, 2023 2:00 PM;24,833.25;1,932.00;18,274.25;4,627.00
Jan 9, 2023 2:00 PM;Jan 9, 2023 3:00 PM;21,774.25;1,683.00;16,557.00;3,534.25
Jan 9, 2023 3:00 PM;Jan 9, 2023 4:00 PM;18,326.25;1,692.50;15,249.00;1,384.75
Jan 9, 2023 4:00 PM;Jan 9, 2023 5:00 PM;16,742.50;1,759.75;14,810.00;172.75
Jan 9, 2023 5:00 PM;Jan 9, 2023 6:00 PM;17,059.00;1,962.00;15,097.00;0.00
Jan 9, 2023 6:00 PM;Jan 9, 2023 7:00 PM;17,972.25;2,261.25;15,711.00;0.00
Jan 9, 2023 7:00 PM;Jan 9, 2023 8:00 PM;19,266.50;2,559.75;16,706.75;0.00
Jan 9, 2023 8:00 PM;Jan 9, 2023 9:00 PM;20,136.00;2,854.00;17,282.00;0.00
Jan 9, 2023 9:00 PM;Jan 9, 2023 10:00 PM;21,004.75;3,099.25;17,905.50;0.00
Jan 9, 2023 10:00 PM;Jan 9, 2023 11:00 PM;21,516.50;3,389.00;18,127.50;0.00
Jan 9, 2023 11:00 PM;Jan 10, 2023 12:00 AM;21,986.50;3,608.75;18,377.75;0.00
Jan 10, 2023 12:00 AM;Jan 10, 2023 1:00 AM;21,009.75;3,739.25;17,270.50;0.00
Jan 10, 2023 1:00 AM;Jan 10, 2023 2:00 AM;20,317.75;3,281.75;17,036.00;0.00
Jan 10, 2023 2:00 AM;Jan 10, 2023 3:00 AM;19,901.75;2,875.50;17,026.25;0.00
Jan 10, 2023 3:00 AM;Jan 10, 2023 4:00 AM;20,294.00;2,745.25;17,548.75;0.00
Jan 10, 2023 4:00 AM;Jan 10, 2023 5:00 AM;20,881.25;2,672.00;18,209.25;0.00
Jan 10, 2023 5:00 AM;Jan 10, 2023 6:00 AM;21,321.00;2,774.00;18,547.00;0.00
Jan 10, 2023 6:00 AM;Jan 10, 2023 7:00 AM;20,924.75;2,872.00;18,052.75;0.00
Jan 10, 2023 7:00 AM;Jan 10, 2023 8:00 AM;19,978.50;2,909.50;17,069.00;0.00
Jan 10, 2023 8:00 AM;Jan 10, 2023 9:00 AM;19,718.75;2,877.50;16,581.25;260.00
Jan 10, 2023 9:00 AM;Jan 10, 2023 10:00 AM;21,297.75;3,058.00;16,403.25;1,836.50
Jan 10, 2023 10:00 AM;Jan 10, 2023 11:00 AM;23,894.00;3,683.00;16,159.50;4,051.50
Jan 10, 2023 11:00 AM;Jan 10, 2023 12:00 PM;26,599.00;4,534.25;16,264.25;5,800.50
Jan 10, 2023 12:00 PM;Jan 10, 2023 1:00 PM;28,037.25;5,111.00;16,486.25;6,440.00
Jan 10, 2023 1:00 PM;Jan 10, 2023 2:00 PM;27,890.25;5,587.25;16,460.00;5,843.00
Jan 10, 2023 2:00 PM;Jan 10, 2023 3:00 PM;26,427.75;5,892.50;16,310.75;4,224.50
Jan 10, 2023 3:00 PM;Jan 10, 2023 4:00 PM;23,676.75;5,729.75;16,205.50;1,741.50
Jan 10, 2023 4:00 PM;Jan 10, 2023 5:00 PM;23,469.50;5,787.25;17,417.75;264.50
Jan 10, 2023 5:00 PM;Jan 10, 2023 6:00 PM;25,492.50;5,779.00;19,713.50;0.00
Jan 10, 2023 6:00 PM;Jan 10, 2023 7:00 PM;28,347.25;5,725.50;22,621.75;0.00
Jan 10, 2023 7:00 PM;Jan 10, 2023 8:00 PM;31,605.00;5,672.00;25,933.00;0.00
Jan 10, 2023 8:00 PM;Jan 10, 2023 9:00 PM;34,187.00;5,543.25;28,643.75;0.00
Jan 10, 2023 9:00 PM;Jan 10, 2023 10:00 PM;36,256.50;5,398.75;30,857.75;0.00
Jan 10, 2023 10:00 PM;Jan 10, 2023 11:00 PM;36,956.25;5,456.50;31,499.75;0.00
Jan 10, 2023 11:00 PM;Jan 11, 2023 12:00 AM;37,724.50;5,537.25;32,187.25;0.00
Jan 11, 2023 12:00 AM;Jan 11, 2023 1:00 AM;37,665.00;3,739.25;33,925.75;0.00
Jan 11, 2023 1:00 AM;Jan 11, 2023 2:00 AM;35,935.75;4,234.75;31,701.00;0.00
Jan 11, 2023 2:00 AM;Jan 11, 2023 3:00 AM;36,075.25;4,932.75;31,142.50;0.00
Jan 11, 2023 3:00 AM;Jan 11, 2023 4:00 AM;36,090.50;5,287.75;30,802.75;0.00
Jan 11, 2023 4:00 AM;Jan 11, 2023 5:00 AM;35,952.75;5,264.75;30,688.00;0.00
Jan 11, 2023 5:00 AM;Jan 11, 2023 6:00 AM;37,606.50;5,214.75;32,391.75;0.00
