Start date;End date;Total (grid load) [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Feb 10, 2024 4:00 AM;Feb 10, 2024 5:00 AM;45,614.50;32,787.00
Feb 10, 2024 5:00 AM;Feb 10, 2024 6:00 AM;46,369.00;34,085.50
Feb 10, 2024 6:00 AM;Feb 10, 2024 7:00 AM;47,322.25;35,416.75
Feb 10, 2024 7:00 AM;Feb 10, 2024 8:00 AM;49,441.75;38,011.25
Feb 10, 2024 8:00 AM;Feb 10, 2024 9:00 AM;52,709.50;39,239.25
Feb 10, 2024 9:00 AM;Feb 10, 2024 10:00 AM;55,525.50;37,650.50
Feb 10, 2024 10:00 AM;Feb 10, 2024 11:00 AM;57,127.75;35,377.00
Feb 10, 2024 11:00 AM;Feb 10, 2024 12:00 PM;57,878.25;34,407.00
Feb 10, 2024 12:00 PM;Feb 10, 2024 1:00 PM;57,512.00;34,630.75
Feb 10, 2024 1:00 PM;Feb 10, 2024 2:00 PM;55,696.50;35,171.50
Feb 10, 2024 2:00 PM;Feb 10, 2024 3:00 PM;54,213.00;37,233.25
Feb 10, 2024 3:00 PM;Feb 10, 2024 4:00 PM;53,981.50;40,603.00
Feb 10, 2024 4:00 PM;Feb 10, 2024 5:00 PM;54,323.00;43,050.50
Feb 10, 2024 5:00 PM;Feb 10, 2024 6:00 PM;56,519.00;44,246.50
Feb 10, 2024 6:00 PM;Feb 10, 2024 7:00 PM;57,714.00;42,879.25
Feb 10, 2024 7:00 PM;Feb 10, 2024 8:00 PM;55,758.25;39,314.75
Feb 10, 2024 8:00 PM;Feb 10, 2024 9:00 PM;52,963.25;35,602.25
Feb 10, 2024 9:00 PM;Feb 10, 2024 10:00 PM;50,604.75;32,819.75
Feb 10, 2024 10:00 PM;Feb 10, 2024 11:00 PM;49,223.25;31,264.00
Feb 10, 2024 11:00 PM;Feb 11, 2024 12:00 AM;46,749.75;28,432.25
Feb 11, 2024 12:00 AM;Feb 11, 2024 1:00 AM;44,733.75;23,825.00
Feb 11, 2024 1:00 AM;Feb 11, 2024 2:00 AM;42,983.75;21,828.00
Feb 11, 2024 2:00 AM;Feb 11, 2024 3:00 AM;42,061.00;20,549.50
Feb 11, 2024 3:00 AM;Feb 11, 2024 4:00 AM;41,555.00;19,537.00
Feb 11, 2024 4:00 AM;Feb 11, 2024 5:00 AM;41,848.75;19,334.75
Feb 11, 2024 5:00 AM;Feb 11, 2024 6:00 AM;42,039.00;19,453.00
Feb 11, 2024 6:00 AM;Feb 11, 2024 7:00 AM;42,461.00;20,099.25
Feb 11, 2024 7:00 AM;Feb 11, 2024 8:00 AM;44,682.75;23,086.00
Feb 11, 2024 8:00 AM;Feb 11, 2024 9:00 AM;47,543.25;26,075.00
Feb 11, 2024 9:00 AM;Feb 11, 2024 10:00 AM;50,671.75;28,517.50
Feb 11, 2024 10:00 AM;Feb 11, 2024 11:00 AM;52,677.25;29,589.25
Feb 11, 2024 11:00 AM;Feb 11, 2024 12:00 PM;54,166.75;30,431.75
Feb 11, 2024 12:00 PM;Feb 11, 2024 1:00 PM;54,329.50;30,620.00
Feb 11, 2024 1:00 PM;Feb 11, 2024 2:00 PM;52,772.25;30,061.50
Feb 11, 2024 2:00 PM;Feb 11, 2024 3:00 PM;52,150.25;31,537.50
Feb 11, 2024 3:00 PM;Feb 11, 2024 4:00 PM;50,778.50;33,069.00
Feb 11, 2024 4:00 PM;Feb 11, 2024 5:00 PM;51,714.50;37,137.25
Feb 11, 2024 5:00 PM;Feb 11, 2024 6:00 PM;55,379.75;42,374.50
Feb 11, 2024 6:00 PM;Feb 11, 2024 7:00 PM;57,797.25;44,638.00
Feb 11, 2024 7:00 PM;Feb 11, 2024 8:00 PM;56,475.75;42,776.75
Feb 11, 2024 8:00 PM;Feb 11, 2024 9:00 PM;53,610.75;39,057.00
Feb 11, 2024 9:00 PM;Feb 11, 2024 10:00 PM;51,577.00;36,483.00
Feb 11, 2024 10:00 PM;Feb 11, 2024 11:00 PM;50,652.00;35,251.00
Feb 11, 2024 11:00 PM;Feb 12, 2024 12:00 AM;48,648.00;32,969.50
Feb 12, 2024 12:00 AM;Feb 12, 2024 1:00 AM;46,680.50;32,339.50
Feb 12, 2024 1:00 AM;Feb 12, 2024 2:00 AM;44,751.00;30,267.25
Feb 12, 2024 2:00 AM;Feb 12, 2024 3:00 AM;44,290.00;29,480.75
Feb 12, 2024 3:00 AM;Feb 12, 2024 4:00 AM;44,533.75;29,226.25
Feb 12, 2024 4:00 AM;Feb 12, 2024 5:00 AM;46,699.75;30,910.00
Feb 12, 2024 5:00 AM;Feb 12, 2024 6:00 AM;51,010.50;34,943.75
Feb 12, 2024 6:00 AM;Feb 12, 2024 7:00 AM;58,001.50;41,625.75
Feb 12, 2024 7:00 AM;Feb 12, 2024 8:00 AM;62,797.75;46,214.25
Feb 12, 2024 8:00 AM;Feb 12, 2024 9:00 AM;65,376.50;47,253.50
Feb 12, 2024 9:00 AM;Feb 12, 2024 10:00 AM;66,494.75;45,166.25
Feb 12, 2024 10:00 AM;Feb 12, 2024 11:00 AM;67,350.25;42,469.50
Feb 12, 2024 11:00 AM;Feb 12, 2024 12:00 PM;67,713.00;39,730.00
Feb 12, 2024 12:00 PM;Feb 12, 2024 1:00 PM;67,634.25;37,603.50
Feb 12, 2024 1:00 PM;Feb 12, 2024 2:00 PM;66,401.75;35,728.00
Feb 12, 2024 2:00 PM;Feb 12, 2024 3:00 PM;64,659.25;35,157.75
Feb 12, 2024 3:00 PM;Feb 12, 2024 4:00 PM;64,611.25;38,700.25
Feb 12, 2024 4:00 PM;Feb 12, 2024 5:00 PM;64,643.00;43,993.25
Feb 12, 2024 5:00 PM;Feb 12, 2024 6:00 PM;66,666.50;48,847.25
Feb 12, 2024 6:00 PM;Feb 12, 2024 7:00 PM;68,238.50;50,004.25
Feb 12, 2024 7:00 PM;Feb 12, 2024 8:00 PM;67,083.75;47,539.50
Feb 12, 2024 8:00 PM;Feb 12, 2024 9:00 PM;63,715.00;42,474.50
Feb 12, 2024 9:00 PM;Feb 12, 2024 10:00 PM;60,264.75;37,940.50
Feb 12, 2024 10:00 PM;Feb 12, 2024 11:00 PM;57,404.75;34,607.00
Feb 12, 2024 11:00 PM;Feb 13, 2024 12:00 AM;54,120.75;31,056.75
Feb 13, 2024 12:00 AM;Feb 13, 2024 1:00 AM;49,668.25;30,040.75
Feb 13, 2024 1:00 AM;Feb 13, 2024 2:00 AM;47,646.75;27,502.00
Feb 13, 2024 2:00 AM;Feb 13, 2024 3:00 AM;47,160.50;26,203.00
Feb 13, 2024 3:00 AM;Feb 13, 2024 4:00 AM;47,196.00;25,476.25
Feb 13, 2024 4:00 AM;Feb 13, 2024 5:00 AM;49,029.00;26,848.00
Feb 13, 2024 5:00 AM;Feb 13, 2024 6:00 AM;53,078.50;30,606.75
Feb 13, 2024 6:00 AM;Feb 13, 2024 7:00 AM;59,533.00;36,506.75
Feb 13, 2024 7:00 AM;Feb 13, 2024 8:00 AM;63,991.75;40,889.50
Feb 13, 2024 8:00 AM;Feb 13, 2024 9:00 AM;66,363.25;40,922.25
Feb 13, 2024 9:00 AM;Feb 13, 2024 10:00 AM;67,348.00;37,179.75
Feb 13, 2024 10:00 AM;Feb 13, 2024 11:00 AM;67,907.75;33,060.00
Feb 13, 2024 11:00 AM;Feb 13, 2024 12:00 PM;68,110.00;30,075.50
Feb 13, 2024 12:00 PM;Feb 13, 2024 1:00 PM;68,125.75;29,038.50
Feb 13, 2024 1:00 PM;Feb 13, 2024 2:00 PM;66,929.25;28,931.25
Feb 13, 2024 2:00 PM;Feb 13, 2024 3:00 PM;64,996.50;31,498.00
Feb 13, 2024 3:00 PM;Feb 13, 2024 4:00 PM;64,725.00;38,457.00
Feb 13, 2024 4:00 PM;Feb 13, 2024 5:00 PM;64,715.50;45,902.75
Feb 13, 2024 5:00 PM;Feb 13, 2024 6:00 PM;66,693.75;51,654.50
Feb 13, 2024 6:00 PM;Feb 13, 2024 7:00 PM;68,291.25;52,761.50
Feb 13, 2024 7:00 PM;Feb 13, 2024 8:00 PM;67,436.00;50,688.75
Feb 13, 2024 8:00 PM;Feb 13, 2024 9:00 PM;64,096.00;45,932.00
Feb 13, 2024 9:00 PM;Feb 13, 2024 10:00 PM;60,521.75;41,487.25
Feb 13, 2024 10:00 PM;Feb 13, 2024 11:00 PM;57,309.25;37,921.50
Feb 13, 2024 11:00 PM;Feb 14, 2024 12:00 AM;53,774.75;34,151.50
Feb 14, 2024 12:00 AM;Feb 14, 2024 1:00 AM;48,441.00;27,478.25
Feb 14, 2024 1:00 AM;Feb 14, 2024 2:00 AM;47,186.50;25,743.25
Feb 14, 2024 2:00 AM;Feb 14, 2024 3:00 AM;46,847.50;24,524.50
Feb 14, 2024 3:00 AM;Feb 14, 2024 4:00 AM;47,051.50;23,835.50
Feb 14, 2024 4:00 AM;Feb 14, 2024 5:00 AM;48,831.75;24,978.25
Feb 14, 2024 5:00 AM;Feb 14, 2024 6:00 AM;52,364.50;28,030.25
Feb 14, 2024 6:00 AM;Feb 14, 2024 7:00 AM;58,821.75;33,983.50
Feb 14, 2024 7:00 AM;Feb 14, 2024 8:00 AM;63,456.25;38,629.00
Feb 14, 2024 8:00 AM;Feb 14, 2024 9:00 AM;65,845.50;39,580.00
Feb 14, 2024 9:00 AM;Feb 14, 2024 10:00 AM;66,903.75;38,209.75
Feb 14, 2024 10:00 AM;Feb 14, 2024 11:00 AM;67,702.00;37,070.00
Feb 14, 2024 11:00 AM;Feb 14, 2024 12:00 PM;67,942.75;36,370.75
Feb 14, 2024 12:00 PM;Feb 14, 2024 1:00 PM;67,909.25;36,295.25
Feb 14, 2024 1:00 PM;Feb 14, 2024 2:00 PM;66,778.75;36,372.00
Feb 14, 2024 2:00 PM;Feb 14, 2024 3:00 PM;64,853.50;37,086.75
Feb 14, 2024 3:00 PM;Feb 14, 2024 4:00 PM;64,674.50;40,449.75
Feb 14, 2024 4:00 PM;Feb 14, 2024 5:00 PM;64,638.75;43,672.00
Feb 14, 2024 5:00 PM;Feb 14, 2024 6:00 PM;66,453.50;47,160.50
Feb 14, 2024 6:00 PM;Feb 14, 2024 7:00 PM;67,833.25;48,768.25
Feb 14, 2024 7:00 PM;Feb 14, 2024 8:00 PM;66,782.50;47,549.75
Feb 14, 2024 8:00 PM;Feb 14, 2024 9:00 PM;63,279.75;43,489.00
Feb 14, 2024 9:00 PM;Feb 14, 2024 10:00 PM;59,733.75;39,786.25
Feb 14, 2024 10:00 PM;Feb 14, 2024 11:00 PM;56,546.25;36,767.50
Feb 14, 2024 11:00 PM;Feb 15, 2024 12:00 AM;53,195.50;33,845.00
Feb 15, 2024 12:00 AM;Feb 15, 2024 1:00 AM;47,742.50;28,127.75
Feb 15, 2024 1:00 AM;Feb 15, 2024 2:00 AM;46,308.50;27,558.50
Feb 15, 2024 2:00 AM;Feb 15, 2024 3:00 AM;45,541.50;27,815.50
Feb 15, 2024 3:00 AM;Feb 15, 2024 4:00 AM;45,484.50;28,867.75
Feb 15, 2024 4:00 AM;Feb 15, 2024 5:00 AM;46,758.75;31,112.50
Feb 15, 2024 5:00 AM;Feb 15, 2024 6:00 AM;49,772.75;34,907.25
Feb 15, 2024 6:00 AM;Feb 15, 2024 7:00 AM;55,955.25;41,681.50
Feb 15, 2024 7:00 AM;Feb 15, 2024 8:00 AM;61,527.25;47,618.25
Feb 15, 2024 8:00 AM;Feb 15, 2024 9:00 AM;64,159.75;48,519.75
Feb 15, 2024 9:00 AM;Feb 15, 2024 10:00 AM;65,549.50;46,525.75
Feb 15, 2024 10:00 AM;Feb 15, 2024 11:00 AM;66,181.25;43,800.75
Feb 15, 2024 11:00 AM;Feb 15, 2024 12:00 PM;66,844.25;42,016.75
Feb 15, 2024 12:00 PM;Feb 15, 2024 1:00 PM;66,750.50;40,412.00
Feb 15, 2024 1:00 PM;Feb 15, 2024 2:00 PM;66,336.25;40,049.75
Feb 15, 2024 2:00 PM;Feb 15, 2024 3:00 PM;65,046.75;41,150.75
Feb 15, 2024 3:00 PM;Feb 15, 2024 4:00 PM;63,876.50;43,965.50
Feb 15, 2024 4:00 PM;Feb 15, 2024 5:00 PM;62,918.50;47,086.00
Feb 15, 2024 5:00 PM;Feb 15, 2024 6:00 PM;64,099.00;49,807.25
Feb 15, 2024 6:00 PM;Feb 15, 2024 7:00 PM;64,994.00;49,375.25
Feb 15, 2024 7:00 PM;Feb 15, 2024 8:00 PM;63,748.50;46,651.25
Feb 15, 2024 8:00 PM;Feb 15, 2024 9:00 PM;60,361.00;41,837.75
Feb 15, 2024 9:00 PM;Feb 15, 2024 10:00 PM;56,962.50;37,291.50
Feb 15, 2024 10:00 PM;Feb 15, 2024 11:00 PM;53,934.00;33,576.25
Feb 15, 2024 11:00 PM;Feb 16, 2024 12:00 AM;50,357.25;29,546.25
Feb 16, 2024 12:00 AM;Feb 16, 2024 1:00 AM;47,509.25;25,123.25
Feb 16, 2024 1:00 AM;Feb 16, 2024 2:00 AM;45,846.00;22,958.50
Feb 16, 2024 2:00 AM;Feb 16, 2024 3:00 AM;45,148.00;21,819.75
Feb 16, 2024 3:00 AM;Feb 16, 2024 4:00 AM;45,423.00;21,864.50
Feb 16, 2024 4:00 AM;Feb 16, 2024 5:00 AM;46,881.75;23,135.00
Feb 16, 2024 5:00 AM;Feb 16, 2024 6:00 AM;49,904.75;25,663.25
Feb 16, 2024 6:00 AM;Feb 16, 2024 7:00 AM;56,401.25;31,362.75
Feb 16, 2024 7:00 AM;Feb 16, 2024 8:00 AM;61,302.25;35,639.50
Feb 16, 2024 8:00 AM;Feb 16, 2024 9:00 AM;64,031.00;34,704.50
Feb 16, 2024 9:00 AM;Feb 16, 2024 10:00 AM;65,119.50;30,415.75
Feb 16, 2024 10:00 AM;Feb 16, 2024 11:00 AM;65,532.25;27,047.50
Feb 16, 2024 11:00 AM;Feb 16, 2024 12:00 PM;65,697.75;25,897.50
Feb 16, 2024 12:00 PM;Feb 16, 2024 1:00 PM;64,810.75;25,448.75
Feb 16, 2024 1:00 PM;Feb 16, 2024 2:00 PM;64,018.25;26,548.50
Feb 16, 2024 2:00 PM;Feb 16, 2024 3:00 PM;62,263.50;27,944.50
Feb 16, 2024 3:00 PM;Feb 16, 2024 4:00 PM;61,528.75;30,850.00
Feb 16, 2024 4:00 PM;Feb 16, 2024 5:00 PM;60,964.50;33,999.25
Feb 16, 2024 5:00 PM;Feb 16, 2024 6:00 PM;62,590.00;37,586.75
Feb 16, 2024 6:00 PM;Feb 16, 2024 7:00 PM;64,141.25;38,983.00
Feb 16, 2024 7:00 PM;Feb 16, 2024 8:00 PM;62,367.75;37,047.00
Feb 16, 2024 8:00 PM;Feb 16, 2024 9:00 PM;59,063.50;33,549.50
Feb 16, 2024 9:00 PM;Feb 16, 2024 10:00 PM;55,680.25;30,517.75
Feb 16, 2024 10:00 PM;Feb 16, 2024 11:00 PM;52,494.50;28,061.25
Feb 16, 2024 11:00 PM;Feb 17, 2024 12:00 AM;49,066.25;25,386.25
Feb 17, 2024 12:00 AM;Feb 17, 2024 1:00 AM;46,135.75;24,273.25
Feb 17, 2024 1:00 AM;Feb 17, 2024 2:00 AM;43,634.75;21,947.00
Feb 17, 2024 2:00 AM;Feb 17, 2024 3:00 AM;42,723.00;21,371.50
Feb 17, 2024 3:00 AM;Feb 17, 2024 4:00 AM;42,487.75;21,198.25
Feb 17, 2024 4:00 AM;Feb 17, 2024 5:00 AM;42,383.75;20,857.50
Feb 17, 2024 5:00 AM;Feb 17, 2024 6:00 AM;42,983.00;21,207.25
Feb 17, 2024 6:00 AM;Feb 17, 2024 7:00 AM;44,339.00;22,211.00
Feb 17, 2024 7:00 AM;Feb 17, 2024 8:00 AM;46,724.25;25,015.00
Feb 17, 2024 8:00 AM;Feb 17, 2024 9:00 AM;49,780.00;27,335.50
Feb 17, 2024 9:00 AM;Feb 17, 2024 10:00 AM;52,700.00;27,977.25
Feb 17, 2024 10:00 AM;Feb 17, 2024 11:00 AM;54,453.75;27,251.50
Feb 17, 2024 11:00 AM;Feb 17, 2024 12:00 PM;55,137.25;26,959.50
Feb 17, 2024 12:00 PM;Feb 17, 2024 1:00 PM;54,728.00;26,957.75
Feb 17, 2024 1:00 PM;Feb 17, 2024 2:00 PM;53,529.25;27,270.50
Feb 17, 2024 2:00 PM;Feb 17, 2024 3:00 PM;52,043.00;29,464.00
Feb 17, 2024 3:00 PM;Feb 17, 2024 4:00 PM;51,349.75;34,918.00
Feb 17, 2024 4:00 PM;Feb 17, 2024 5:00 PM;51,617.00;42,224.25
Feb 17, 2024 5:00 PM;Feb 17, 2024 6:00 PM;53,669.25;48,767.25
Feb 17, 2024 6:00 PM;Feb 17, 2024 7:00 PM;55,693.75;51,831.00
Feb 17, 2024 7:00 PM;Feb 17, 2024 8:00 PM;54,452.00;51,192.50
Feb 17, 2024 8:00 PM;Feb 17, 2024 9:00 PM;51,407.50;48,777.00
Feb 17, 2024 9:00 PM;Feb 17, 2024 10:00 PM;48,921.00;46,675.75
Feb 17, 2024 10:00 PM;Feb 17, 2024 11:00 PM;47,516.50;45,226.25
Feb 17, 2024 11:00 PM;Feb 18, 2024 12:00 AM;44,941.50;42,003.25
Feb 18, 2024 12:00 AM;Feb 18, 2024 1:00 AM;42,267.50;34,270.50
Feb 18, 2024 1:00 AM;Feb 18, 2024 2:00 AM;40,751.00;30,952.25
Feb 18, 2024 2:00 AM;Feb 18, 2024 3:00 AM;40,088.00;28,651.00
Feb 18, 2024 3:00 AM;Feb 18, 2024 4:00 AM;39,935.00;26,857.00
Feb 18, 2024 4:00 AM;Feb 18, 2024 5:00 AM;40,233.00;25,558.00
Feb 18, 2024 5:00 AM;Feb 18, 2024 6:00 AM;40,731.50;24,472.00
Feb 18, 2024 6:00 AM;Feb 18, 2024 7:00 AM;41,106.50;22,879.00
Feb 18, 2024 7:00 AM;Feb 18, 2024 8:00 AM;42,692.00;22,791.25
Feb 18, 2024 8:00 AM;Feb 18, 2024 9:00 AM;45,338.00;21,324.00
Feb 18, 2024 9:00 AM;Feb 18, 2024 10:00 AM;48,191.00;18,496.25
Feb 18, 2024 10:00 AM;Feb 18, 2024 11:00 AM;50,376.75;16,207.75
Feb 18, 2024 11:00 AM;Feb 18, 2024 12:00 PM;51,609.25;14,814.25
Feb 18, 2024 12:00 PM;Feb 18, 2024 1:00 PM;51,628.75;14,823.75
Feb 18, 2024 1:00 PM;Feb 18, 2024 2:00 PM;50,052.75;15,846.75
Feb 18, 2024 2:00 PM;Feb 18, 2024 3:00 PM;48,981.75;18,756.25
Feb 18, 2024 3:00 PM;Feb 18, 2024 4:00 PM;48,666.50;22,653.50
Feb 18, 2024 4:00 PM;Feb 18, 2024 5:00 PM;49,300.25;26,969.00
Feb 18, 2024 5:00 PM;Feb 18, 2024 6:00 PM;51,693.50;31,144.75
Feb 18, 2024 6:00 PM;Feb 18, 2024 7:00 PM;54,315.25;33,870.50
Feb 18, 2024 7:00 PM;Feb 18, 2024 8:00 PM;53,214.50;32,508.50
Feb 18, 2024 8:00 PM;Feb 18, 2024 9:00 PM;51,199.00;29,634.50
Feb 18, 2024 9:00 PM;Feb 18, 2024 10:00 PM;49,366.75;26,912.50
Feb 18, 2024 10:00 PM;Feb 18, 2024 11:00 PM;48,495.25;25,220.25
Feb 18, 2024 11:00 PM;Feb 19, 2024 12:00 AM;45,658.00;21,563.25
Feb 19, 2024 12:00 AM;Feb 19, 2024 1:00 AM;45,730.75;13,956.25
Feb 19, 2024 1:00 AM;Feb 19, 2024 2:00 AM;44,225.25;12,076.00
Feb 19, 2024 2:00 AM;Feb 19, 2024 3:00 AM;43,708.75;11,929.00
Feb 19, 2024 3:00 AM;Feb 19, 2024 4:00 AM;44,158.75;12,952.50
Feb 19, 2024 4:00 AM;Feb 19, 2024 5:00 AM;46,281.00;15,867.25
Feb 19, 2024 5:00 AM;Feb 19, 2024 6:00 AM;49,672.25;20,555.50
Feb 19, 2024 6:00 AM;Feb 19, 2024 7:00 AM;56,274.75;28,379.00
Feb 19, 2024 7:00 AM;Feb 19, 2024 8:00 AM;61,911.25;34,856.00
Feb 19, 2024 8:00 AM;Feb 19, 2024 9:00 AM;64,776.25;36,404.25
Feb 19, 2024 9:00 AM;Feb 19, 2024 10:00 AM;66,494.25;35,008.50
Feb 19, 2024 10:00 AM;Feb 19, 2024 11:00 AM;67,642.75;32,666.25
Feb 19, 2024 11:00 AM;Feb 19, 2024 12:00 PM;68,414.00;30,611.75
Feb 19, 2024 12:00 PM;Feb 19, 2024 1:00 PM;68,040.50;29,102.00
Feb 19, 2024 1:00 PM;Feb 19, 2024 2:00 PM;67,361.50;29,096.00
Feb 19, 2024 2:00 PM;Feb 19, 2024 3:00 PM;66,082.00;30,870.00
Feb 19, 2024 3:00 PM;Feb 19, 2024 4:00 PM;64,620.25;34,235.25
Feb 19, 2024 4:00 PM;Feb 19, 2024 5:00 PM;63,919.00;38,358.25
Feb 19, 2024 5:00 PM;Feb 19, 2024 6:00 PM;65,138.50;42,421.50
Feb 19, 2024 6:00 PM;Feb 19, 2024 7:00 PM;66,148.50;43,919.25
Feb 19, 2024 7:00 PM;Feb 19, 2024 8:00 PM;64,895.50;42,436.25
Feb 19, 2024 8:00 PM;Feb 19, 2024 9:00 PM;61,405.25;38,007.75
Feb 19, 2024 9:00 PM;Feb 19, 2024 10:00 PM;57,923.75;33,854.75
Feb 19, 2024 10:00 PM;Feb 19, 2024 11:00 PM;55,193.25;31,132.00
Feb 19, 2024 11:00 PM;Feb 20, 2024 12:00 AM;51,718.00;27,848.50
Feb 20, 2024 12:00 AM;Feb 20, 2024 1:00 AM;48,402.75;25,191.50
Feb 20, 2024 1:00 AM;Feb 20, 2024 2:00 AM;46,796.50;23,779.50
Feb 20, 2024 2:00 AM;Feb 20, 2024 3:00 AM;46,230.75;23,436.50
Feb 20, 2024 3:00 AM;Feb 20, 2024 4:00 AM;46,481.75;23,985.75
Feb 20, 2024 4:00 AM;Feb 20, 2024 5:00 AM;48,238.50;26,414.00
Feb 20, 2024 5:00 AM;Feb 20, 2024 6:00 AM;51,380.75;30,688.50
Feb 20, 2024 6:00 AM;Feb 20, 2024 7:00 AM;57,447.50;37,704.00
Feb 20, 2024 7:00 AM;Feb 20, 2024 8:00 AM;62,829.25;43,858.75
Feb 20, 2024 8:00 AM;Feb 20, 2024 9:00 AM;65,550.25;44,586.75
Feb 20, 2024 9:00 AM;Feb 20, 2024 10:00 AM;66,991.25;41,409.00
Feb 20, 2024 10:00 AM;Feb 20, 2024 11:00 AM;67,805.25;36,846.75
Feb 20, 2024 11:00 AM;Feb 20, 2024 12:00 PM;68,105.25;32,002.00
Feb 20, 2024 12:00 PM;Feb 20, 2024 1:00 PM;67,769.75;28,156.25
Feb 20, 2024 1:00 PM;Feb 20, 2024 2:00 PM;67,229.75;26,649.25
Feb 20, 2024 2:00 PM;Feb 20, 2024 3:00 PM;65,898.00;27,500.00
Feb 20, 2024 3:00 PM;Feb 20, 2024 4:00 PM;64,408.50;30,926.25
Feb 20, 2024 4:00 PM;Feb 20, 2024 5:00 PM;63,848.50;36,104.50
Feb 20, 2024 5:00 PM;Feb 20, 2024 6:00 PM;65,088.25;40,080.75
Feb 20, 2024 6:00 PM;Feb 20, 2024 7:00 PM;66,252.75;40,193.75
Feb 20, 2024 7:00 PM;Feb 20, 2024 8:00 PM;65,260.25;37,476.00
Feb 20, 2024 8:00 PM;Feb 20, 2024 9:00 PM;61,714.50;31,820.75
Feb 20, 2024 9:00 PM;Feb 20, 2024 10:00 PM;58,237.75;26,806.50
Feb 20, 2024 10:00 PM;Feb 20, 2024 11:00 PM;55,302.50;23,331.25
Feb 20, 2024 11:00 PM;Feb 21, 2024 12:00 AM;51,729.75;19,349.75
Feb 21, 2024 12:00 AM;Feb 21, 2024 1:00 AM;47,240.75;17,180.50
Feb 21, 2024 1:00 AM;Feb 21, 2024 2:00 AM;45,347.75;15,255.00
Feb 21, 2024 2:00 AM;Feb 21, 2024 3:00 AM;44,594.25;14,136.00
Feb 21, 2024 3:00 AM;Feb 21, 2024 4:00 AM;45,165.00;14,208.00
Feb 21, 2024 4:00 AM;Feb 21, 2024 5:00 AM;47,174.00;16,459.50
Feb 21, 2024 5:00 AM;Feb 21, 2024 6:00 AM;51,013.00;21,481.75
Feb 21, 2024 6:00 AM;Feb 21, 2024 7:00 AM;57,209.00;29,372.75
Feb 21, 2024 7:00 AM;Feb 21, 2024 8:00 AM;62,684.25;36,996.50
Feb 21, 2024 8:00 AM;Feb 21, 2024 9:00 AM;65,373.75;38,943.25
Feb 21, 2024 9:00 AM;Feb 21, 2024 10:00 AM;66,868.25;36,569.75
Feb 21, 2024 10:00 AM;Feb 21, 2024 11:00 AM;67,750.00;32,410.75
Feb 21, 2024 11:00 AM;Feb 21, 2024 12:00 PM;68,309.50;28,287.50
Feb 21, 2024 12:00 PM;Feb 21, 2024 1:00 PM;67,932.50;25,693.25
Feb 21, 2024 1:00 PM;Feb 21, 2024 2:00 PM;67,442.00;25,972.00
Feb 21, 2024 2:00 PM;Feb 21, 2024 3:00 PM;66,048.50;28,186.50
Feb 21, 2024 3:00 PM;Feb 21, 2024 4:00 PM;64,591.75;32,711.25
Feb 21, 2024 4:00 PM;Feb 21, 2024 5:00 PM;64,004.75;36,990.50
Feb 21, 2024 5:00 PM;Feb 21, 2024 6:00 PM;65,207.25;38,568.50
Feb 21, 2024 6:00 PM;Feb 21, 2024 7:00 PM;66,097.75;36,383.75
Feb 21, 2024 7:00 PM;Feb 21, 2024 8:00 PM;65,038.75;32,545.50
Feb 21, 2024 8:00 PM;Feb 21, 2024 9:00 PM;61,383.25;26,804.25
Feb 21, 2024 9:00 PM;Feb 21, 2024 10:00 PM;57,784.50;21,466.75
Feb 21, 2024 10:00 PM;Feb 21, 2024 11:00 PM;54,878.00;18,061.25
Feb 21, 2024 11:00 PM;Feb 22, 2024 12:00 AM;51,181.00;14,251.50
Feb 22, 2024 12:00 AM;Feb 22, 2024 1:00 AM;48,639.75;10,529.25
Feb 22, 2024 1:00 AM;Feb 22, 2024 2:00 AM;46,864.50;9,488.75
Feb 22, 2024 2:00 AM;Feb 22, 2024 3:00 AM;46,197.50;10,272.75
Feb 22, 2024 3:00 AM;Feb 22, 2024 4:00 AM;46,933.50;13,435.50
Feb 22, 2024 4:00 AM;Feb 22, 2024 5:00 AM;48,524.75;17,568.25
Feb 22, 2024 5:00 AM;Feb 22, 2024 6:00 AM;51,206.25;22,298.50
Feb 22, 2024 6:00 AM;Feb 22, 2024 7:00 AM;57,788.25;30,434.75
Feb 22, 2024 7:00 AM;Feb 22, 2024 8:00 AM;63,320.50;37,424.75
Feb 22, 2024 8:00 AM;Feb 22, 2024 9:00 AM;66,402.25;40,232.00
Feb 22, 2024 9:00 AM;Feb 22, 2024 10:00 AM;67,594.75;39,733.00
Feb 22, 2024 10:00 AM;Feb 22, 2024 11:00 AM;68,323.50;38,345.75
Feb 22, 2024 11:00 AM;Feb 22, 2024 12:00 PM;68,349.25;36,413.25
Feb 22, 2024 12:00 PM;Feb 22, 2024 1:00 PM;68,023.25;34,741.00
Feb 22, 2024 1:00 PM;Feb 22, 2024 2:00 PM;67,161.75;33,318.50
Feb 22, 2024 2:00 PM;Feb 22, 2024 3:00 PM;65,186.50;31,653.50
Feb 22, 2024 3:00 PM;Feb 22, 2024 4:00 PM;64,155.25;31,055.25
Feb 22, 2024 4:00 PM;Feb 22, 2024 5:00 PM;63,529.00;29,592.75
Feb 22, 2024 5:00 PM;Feb 22, 2024 6:00 PM;65,771.00;28,810.75
Feb 22, 2024 6:00 PM;Feb 22, 2024 7:00 PM;66,829.50;26,063.50
